type1	type2	mappingID1	mappingID2	Reaction ID	Relationship	pair1	pair2	SeedNode1	SeedNode2	detectedPair1	detectedPair2	SigNode1	SigNode2	sorted_pairs	EdgeColor	EdgeLine	8_diff	7_diff	6_diff	5_diff	4_diff	3_diff	2_diff	1_diff
input	catalyst	C00063	Pfkl	R00767, R03237	Metabolite_GeneProduct	CTP	Pfkl	*		*	*	*		C00063_Pfkl	Enzyme	Solid	*							
input	catalyst	C00075	Pfkl	R00769, R03238	Metabolite_GeneProduct	UTP	Pfkl	*		*	*	*		C00075_Pfkl	Enzyme	Solid	*	*				*	*	*
input	catalyst	C00085	Pfkl	R00756, R00767, R00769, R00770	Metabolite_GeneProduct	D-Fructose 6-phosphate	Pfkl	*		*	*	*		C00085_Pfkl	Enzyme	Solid	*							
input	catalyst	C05382	Pfkl	R01843	Metabolite_GeneProduct	Sedoheptulose 7-phosphate	Pfkl	*		*	*	*		C05382_Pfkl	Enzyme	Solid	*							
input	catalyst	C00063	Pfkm	R00767, R03237	Metabolite_GeneProduct	CTP	Pfkm	*		*	*	*		C00063_Pfkm	Enzyme	Solid	*							
input	catalyst	C00075	Pfkm	R00769, R03238	Metabolite_GeneProduct	UTP	Pfkm	*		*	*	*		C00075_Pfkm	Enzyme	Solid	*	*				*	*	*
input	catalyst	C00085	Pfkm	R00756, R00767, R00769, R00770	Metabolite_GeneProduct	D-Fructose 6-phosphate	Pfkm	*		*	*	*		C00085_Pfkm	Enzyme	Solid	*							
input	catalyst	C05382	Pfkm	R01843	Metabolite_GeneProduct	Sedoheptulose 7-phosphate	Pfkm	*		*	*	*		C05382_Pfkm	Enzyme	Solid	*							
input	catalyst	C00063	Pfkp	R00767, R03237	Metabolite_GeneProduct	CTP	Pfkp	*		*	*	*		C00063_Pfkp	Enzyme	Solid	*							
input	catalyst	C00075	Pfkp	R00769, R03238	Metabolite_GeneProduct	UTP	Pfkp	*		*	*	*		C00075_Pfkp	Enzyme	Solid	*	*				*	*	*
input	catalyst	C00085	Pfkp	R00756, R00767, R00769, R00770	Metabolite_GeneProduct	D-Fructose 6-phosphate	Pfkp	*		*	*	*		C00085_Pfkp	Enzyme	Solid	*							
input	catalyst	C05382	Pfkp	R01843	Metabolite_GeneProduct	Sedoheptulose 7-phosphate	Pfkp	*		*	*	*		C05382_Pfkp	Enzyme	Solid	*							
output	catalyst	C00092	Pgm1	R08639	Metabolite_GeneProduct	D-Glucose 6-phosphate	Pgm1	*		*	*	*		C00092_Pgm1	Enzyme	Solid	*							
output	catalyst	C00117	Pgm1	R01057	Metabolite_GeneProduct	D-Ribose 5-phosphate	Pgm1	*		*	*	*		C00117_Pgm1	Enzyme	Solid	*							
input	catalyst	C00002	Pi4k2a	R03361	Metabolite_GeneProduct	ATP	Pi4k2a		*	*	*		*	C00002_Pi4k2a	Enzyme	Solid					*	*		
output	catalyst	C00008	Pi4k2a	R03361	Metabolite_GeneProduct	ADP	Pi4k2a		*	*	*		*	C00008_Pi4k2a	Enzyme	Solid					*	*		
input	catalyst	C01194	Pi4k2a	R03361	Metabolite_GeneProduct	1-Phosphatidyl-D-myo-inositol	Pi4k2a	*	*	*	*	*	*	C01194_Pi4k2a	Enzyme	Solid					*	*		
output	catalyst	C00350	Pisd	R02055	Metabolite_GeneProduct	Phosphatidylethanolamine	Pisd	*		*	*	*		C00350_Pisd	Enzyme	Solid					*			
input	catalyst	C02737	Pisd	R02055	Metabolite_GeneProduct	Phosphatidylserine	Pisd	*		*	*	*		C02737_Pisd	Enzyme	Solid			*					*
input	catalyst	C00044	Pklr	R00430	Metabolite_GeneProduct	GTP	Pklr	*		*	*	*		C00044_Pklr	Enzyme	Solid	*	*						
input	catalyst	C00063	Pklr	R00572	Metabolite_GeneProduct	CTP	Pklr	*		*	*	*		C00063_Pklr	Enzyme	Solid	*							
input	catalyst	C00075	Pklr	R00659	Metabolite_GeneProduct	UTP	Pklr	*		*	*	*		C00075_Pklr	Enzyme	Solid	*	*				*	*	*
input	catalyst	C00044	Pkm	R00430	Metabolite_GeneProduct	GTP	Pkm	*		*	*	*		C00044_Pkm	Enzyme	Solid	*	*						
input	catalyst	C00063	Pkm	R00572	Metabolite_GeneProduct	CTP	Pkm	*		*	*	*		C00063_Pkm	Enzyme	Solid	*							
input	catalyst	C00075	Pkm	R00659	Metabolite_GeneProduct	UTP	Pkm	*		*	*	*		C00075_Pkm	Enzyme	Solid	*	*				*	*	*
input	catalyst	C00157	Pla2g12b	R01313, R01315, R01317, R07064, R07859	Metabolite_GeneProduct	Phosphatidylcholine	Pla2g12b	*		*	*	*		C00157_Pla2g12b	Enzyme	Solid	*				*			
input	catalyst	C00350	Pla2g12b	R02053	Metabolite_GeneProduct	Phosphatidylethanolamine	Pla2g12b	*		*	*	*		C00350_Pla2g12b	Enzyme	Solid					*			
output	catalyst	C04230	Pla2g12b	R01313, R01315, R01317, R07064, R07859	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphocholine	Pla2g12b	*		*	*	*		C04230_Pla2g12b	Enzyme	Solid						*		
output	catalyst	C04438	Pla2g12b	R02053	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphoethanolamine	Pla2g12b	*		*	*	*		C04438_Pla2g12b	Enzyme	Solid					*			
input	catalyst	C00157	Pla2g15	R01309, R01313, R01314, R01315, R01316, R01317, R07064, R07859, R07860	Metabolite_GeneProduct	Phosphatidylcholine	Pla2g15	*		*	*	*		C00157_Pla2g15	Enzyme	Solid	*				*			
input	catalyst	C00350	Pla2g15	R02053, R02054	Metabolite_GeneProduct	Phosphatidylethanolamine	Pla2g15	*		*	*	*		C00350_Pla2g15	Enzyme	Solid					*			
input	catalyst	C00670	Pla2g15	R02744	Metabolite_GeneProduct	sn-Glycero-3-phosphocholine	Pla2g15	*		*	*	*		C00670_Pla2g15	Enzyme	Solid					*			
input	catalyst	C02737	Pla2g15	R04034	Metabolite_GeneProduct	Phosphatidylserine	Pla2g15	*		*	*	*		C02737_Pla2g15	Enzyme	Solid			*					*
input	catalyst	C04230	Pla2g15	R02746, R07291	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphocholine	Pla2g15	*		*	*	*		C04230_Pla2g15	Enzyme	Solid						*		
input	catalyst	C04438	Pla2g15	R03416	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphoethanolamine	Pla2g15	*		*	*	*		C04438_Pla2g15	Enzyme	Solid					*			
input	catalyst	C00157	Pla2g2a	R01313, R01315, R01317, R07064, R07859	Metabolite_GeneProduct	Phosphatidylcholine	Pla2g2a	*		*	*	*		C00157_Pla2g2a	Enzyme	Solid	*				*			
input	catalyst	C00350	Pla2g2a	R02053	Metabolite_GeneProduct	Phosphatidylethanolamine	Pla2g2a	*		*	*	*		C00350_Pla2g2a	Enzyme	Solid					*			
output	catalyst	C04230	Pla2g2a	R01313, R01315, R01317, R07064, R07859	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphocholine	Pla2g2a	*		*	*	*		C04230_Pla2g2a	Enzyme	Solid						*		
output	catalyst	C04438	Pla2g2a	R02053	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphoethanolamine	Pla2g2a	*		*	*	*		C04438_Pla2g2a	Enzyme	Solid					*			
input	catalyst	C00157	Pla2g4a	R01309, R01313, R01315, R01317, R07064, R07859	Metabolite_GeneProduct	Phosphatidylcholine	Pla2g4a	*		*	*	*		C00157_Pla2g4a	Enzyme	Solid	*				*			
input	catalyst	C00350	Pla2g4a	R02053	Metabolite_GeneProduct	Phosphatidylethanolamine	Pla2g4a	*		*	*	*		C00350_Pla2g4a	Enzyme	Solid					*			
input	catalyst	C00670	Pla2g4a	R02744	Metabolite_GeneProduct	sn-Glycero-3-phosphocholine	Pla2g4a	*		*	*	*		C00670_Pla2g4a	Enzyme	Solid					*			
input	catalyst	C04230	Pla2g4a	R02746, R07291	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphocholine	Pla2g4a	*		*	*	*		C04230_Pla2g4a	Enzyme	Solid						*		
input	catalyst	C04438	Pla2g4a	R03416	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphoethanolamine	Pla2g4a	*		*	*	*		C04438_Pla2g4a	Enzyme	Solid					*			
output	catalyst	C00010	Pla2g6	R01274, R08174, R08175, R08176, R08177, R08178, R08179, R08180, R08181, R08182, R08183, R09450	Metabolite_GeneProduct	CoA	Pla2g6	*		*	*	*		C00010_Pla2g6	Enzyme	Solid				*				
input	catalyst	C00157	Pla2g6	R01309, R01313, R01315, R01317, R07064, R07859	Metabolite_GeneProduct	Phosphatidylcholine	Pla2g6	*		*	*	*		C00157_Pla2g6	Enzyme	Solid	*				*			
input	catalyst	C00350	Pla2g6	R02053	Metabolite_GeneProduct	Phosphatidylethanolamine	Pla2g6	*		*	*	*		C00350_Pla2g6	Enzyme	Solid					*			
input	catalyst	C00670	Pla2g6	R02744	Metabolite_GeneProduct	sn-Glycero-3-phosphocholine	Pla2g6	*		*	*	*		C00670_Pla2g6	Enzyme	Solid					*			
input	catalyst	C04230	Pla2g6	R02746, R07291	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphocholine	Pla2g6	*		*	*	*		C04230_Pla2g6	Enzyme	Solid						*		
input	catalyst	C04438	Pla2g6	R03416	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphoethanolamine	Pla2g6	*		*	*	*		C04438_Pla2g6	Enzyme	Solid					*			
output	catalyst	C00641	Plcb1	R03332, R03435, R10952	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Plcb1	*		*	*	*		C00641_Plcb1	Enzyme	Solid					*		*	*
input	catalyst	C01194	Plcb1	R03332	Metabolite_GeneProduct	1-Phosphatidyl-D-myo-inositol	Plcb1	*		*	*	*		C01194_Plcb1	Enzyme	Solid					*			
output	catalyst	C00641	Plcb2	R03332, R03435, R10952	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Plcb2	*		*	*	*		C00641_Plcb2	Enzyme	Solid					*		*	*
input	catalyst	C01194	Plcb2	R03332	Metabolite_GeneProduct	1-Phosphatidyl-D-myo-inositol	Plcb2	*		*	*	*		C01194_Plcb2	Enzyme	Solid					*			
output	catalyst	C00641	Plcb3	R03332, R03435, R10952	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Plcb3	*		*	*	*		C00641_Plcb3	Enzyme	Solid					*		*	*
input	catalyst	C01194	Plcb3	R03332	Metabolite_GeneProduct	1-Phosphatidyl-D-myo-inositol	Plcb3	*		*	*	*		C01194_Plcb3	Enzyme	Solid					*			
output	catalyst	C00641	Plcb4	R03332, R03435, R10952	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Plcb4	*		*	*	*		C00641_Plcb4	Enzyme	Solid					*		*	*
input	catalyst	C01194	Plcb4	R03332	Metabolite_GeneProduct	1-Phosphatidyl-D-myo-inositol	Plcb4	*		*	*	*		C01194_Plcb4	Enzyme	Solid					*			
output	catalyst	C00641	Plcd1	R03332, R03435, R10952	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Plcd1	*		*	*	*		C00641_Plcd1	Enzyme	Solid					*		*	*
input	catalyst	C01194	Plcd1	R03332	Metabolite_GeneProduct	1-Phosphatidyl-D-myo-inositol	Plcd1	*		*	*	*		C01194_Plcd1	Enzyme	Solid					*			
output	catalyst	C00641	Plce1	R03332, R03435, R10952	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Plce1	*		*	*	*		C00641_Plce1	Enzyme	Solid					*		*	*
input	catalyst	C01194	Plce1	R03332	Metabolite_GeneProduct	1-Phosphatidyl-D-myo-inositol	Plce1	*		*	*	*		C01194_Plce1	Enzyme	Solid					*			
output	catalyst	C00641	Plcg1	R03332, R03435, R10952	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Plcg1	*		*	*	*		C00641_Plcg1	Enzyme	Solid					*		*	*
input	catalyst	C01194	Plcg1	R03332	Metabolite_GeneProduct	1-Phosphatidyl-D-myo-inositol	Plcg1	*		*	*	*		C01194_Plcg1	Enzyme	Solid					*			
output	catalyst	C00641	Plcg2	R03332, R03435, R10952	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Plcg2	*		*	*	*		C00641_Plcg2	Enzyme	Solid					*		*	*
input	catalyst	C01194	Plcg2	R03332	Metabolite_GeneProduct	1-Phosphatidyl-D-myo-inositol	Plcg2	*		*	*	*		C01194_Plcg2	Enzyme	Solid					*			
output	catalyst	C00114	Pld1	R01310	Metabolite_GeneProduct	Choline	Pld1	*		*	*	*		C00114_Pld1	Enzyme	Solid	*	*			*			
input	catalyst	C00157	Pld1	R01310	Metabolite_GeneProduct	Phosphatidylcholine	Pld1	*		*	*	*		C00157_Pld1	Enzyme	Solid	*				*			
input	catalyst	C00350	Pld1	R02051	Metabolite_GeneProduct	Phosphatidylethanolamine	Pld1	*		*	*	*		C00350_Pld1	Enzyme	Solid					*			
output	catalyst	C00114	Pld2	R01310	Metabolite_GeneProduct	Choline	Pld2	*		*	*	*		C00114_Pld2	Enzyme	Solid	*	*			*			
input	catalyst	C00157	Pld2	R01310	Metabolite_GeneProduct	Phosphatidylcholine	Pld2	*		*	*	*		C00157_Pld2	Enzyme	Solid	*				*			
input	catalyst	C00350	Pld2	R02051	Metabolite_GeneProduct	Phosphatidylethanolamine	Pld2	*		*	*	*		C00350_Pld2	Enzyme	Solid					*			
output	catalyst	C00114	Pld3	R01310	Metabolite_GeneProduct	Choline	Pld3	*		*	*	*		C00114_Pld3	Enzyme	Solid	*	*			*			
input	catalyst	C00157	Pld3	R01310	Metabolite_GeneProduct	Phosphatidylcholine	Pld3	*		*	*	*		C00157_Pld3	Enzyme	Solid	*				*			
input	catalyst	C00350	Pld3	R02051	Metabolite_GeneProduct	Phosphatidylethanolamine	Pld3	*		*	*	*		C00350_Pld3	Enzyme	Solid					*			
output	catalyst	C00114	Pld4	R01310	Metabolite_GeneProduct	Choline	Pld4	*		*	*	*		C00114_Pld4	Enzyme	Solid	*	*			*			
input	catalyst	C00157	Pld4	R01310	Metabolite_GeneProduct	Phosphatidylcholine	Pld4	*		*	*	*		C00157_Pld4	Enzyme	Solid	*				*			
input	catalyst	C00350	Pld4	R02051	Metabolite_GeneProduct	Phosphatidylethanolamine	Pld4	*		*	*	*		C00350_Pld4	Enzyme	Solid					*			
input	catalyst	C00029	Plod3	R04491	Metabolite_GeneProduct	UDP-glucose	Plod3	*		*	*	*		C00029_Plod3	Enzyme	Solid							*	
output	catalyst	C00042	Plod3	R03376	Metabolite_GeneProduct	Succinate	Plod3	*		*	*	*		C00042_Plod3	Enzyme	Solid							*	
output	catalyst	C00153	Pnp	R02294	Metabolite_GeneProduct	Nicotinamide	Pnp	*		*	*	*		C00153_Pnp	Enzyme	Solid						*	*	
output	catalyst	C00242	Pnp	R01969, R02147	Metabolite_GeneProduct	Guanine	Pnp	*		*	*	*		C00242_Pnp	Enzyme	Solid	*							
input	catalyst	C00387	Pnp	R02147	Metabolite_GeneProduct	Guanosine	Pnp	*		*	*	*		C00387_Pnp	Enzyme	Solid						*		
input	catalyst	C00157	Pnpla2	R01313, R01315, R01317, R07064, R07859	Metabolite_GeneProduct	Phosphatidylcholine	Pnpla2	*		*	*	*		C00157_Pnpla2	Enzyme	Solid	*				*			
input	catalyst	C00350	Pnpla2	R02053	Metabolite_GeneProduct	Phosphatidylethanolamine	Pnpla2	*		*	*	*		C00350_Pnpla2	Enzyme	Solid					*			
input	catalyst	C00422	Pnpla2	R01369, R02250	Metabolite_GeneProduct	Triacylglycerol	Pnpla2	*		*	*	*		C00422_Pnpla2	Enzyme	Solid					*	*		
input	catalyst	C00641	Pnpla2	R02687, R02688	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Pnpla2	*		*	*	*		C00641_Pnpla2	Enzyme	Solid					*		*	*
output	catalyst	C04230	Pnpla2	R01313, R01315, R01317, R07064, R07859	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphocholine	Pnpla2	*		*	*	*		C04230_Pnpla2	Enzyme	Solid						*		
output	catalyst	C04438	Pnpla2	R02053	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphoethanolamine	Pnpla2	*		*	*	*		C04438_Pnpla2	Enzyme	Solid					*			
input	catalyst	C00157	Pnpla7	R01309	Metabolite_GeneProduct	Phosphatidylcholine	Pnpla7	*	*	*	*	*	*	C00157_Pnpla7	Enzyme	Solid	*				*	*		
input	catalyst	C00670	Pnpla7	R02744	Metabolite_GeneProduct	sn-Glycero-3-phosphocholine	Pnpla7	*	*	*	*	*	*	C00670_Pnpla7	Enzyme	Solid					*	*		
input	catalyst	C04230	Pnpla7	R02746, R07291	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphocholine	Pnpla7	*	*	*	*	*	*	C04230_Pnpla7	Enzyme	Solid						*		
input	catalyst	C04438	Pnpla7	R03416	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphoethanolamine	Pnpla7	*	*	*	*	*	*	C04438_Pnpla7	Enzyme	Solid					*	*		
input	catalyst	C00157	Pnpla8	R01309	Metabolite_GeneProduct	Phosphatidylcholine	Pnpla8	*		*	*	*		C00157_Pnpla8	Enzyme	Solid	*				*			
input	catalyst	C00670	Pnpla8	R02744	Metabolite_GeneProduct	sn-Glycero-3-phosphocholine	Pnpla8	*		*	*	*		C00670_Pnpla8	Enzyme	Solid					*			
input	catalyst	C04230	Pnpla8	R02746, R07291	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphocholine	Pnpla8	*		*	*	*		C04230_Pnpla8	Enzyme	Solid						*		
input	catalyst	C04438	Pnpla8	R03416	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphoethanolamine	Pnpla8	*		*	*	*		C04438_Pnpla8	Enzyme	Solid					*			
input	catalyst	C00044	Polr1a	R00441	Metabolite_GeneProduct	GTP	Polr1a	*		*	*	*		C00044_Polr1a	Enzyme	Solid	*	*						
input	catalyst	C00063	Polr1a	R00442	Metabolite_GeneProduct	CTP	Polr1a	*		*	*	*		C00063_Polr1a	Enzyme	Solid	*							
input	catalyst	C00075	Polr1a	R00443	Metabolite_GeneProduct	UTP	Polr1a	*		*	*	*		C00075_Polr1a	Enzyme	Solid	*	*				*	*	*
input	catalyst	C00044	Polr1b	R00441	Metabolite_GeneProduct	GTP	Polr1b	*		*	*	*		C00044_Polr1b	Enzyme	Solid	*	*						
input	catalyst	C00063	Polr1b	R00442	Metabolite_GeneProduct	CTP	Polr1b	*		*	*	*		C00063_Polr1b	Enzyme	Solid	*							
input	catalyst	C00075	Polr1b	R00443	Metabolite_GeneProduct	UTP	Polr1b	*		*	*	*		C00075_Polr1b	Enzyme	Solid	*	*				*	*	*
input	catalyst	C00044	Polr3a	R00441	Metabolite_GeneProduct	GTP	Polr3a	*		*	*	*		C00044_Polr3a	Enzyme	Solid	*	*						
input	catalyst	C00063	Polr3a	R00442	Metabolite_GeneProduct	CTP	Polr3a	*		*	*	*		C00063_Polr3a	Enzyme	Solid	*							
input	catalyst	C00075	Polr3a	R00443	Metabolite_GeneProduct	UTP	Polr3a	*		*	*	*		C00075_Polr3a	Enzyme	Solid	*	*				*	*	*
input	catalyst	C00025	Ppat	R01072	Metabolite_GeneProduct	L-Glutamate	Ppat	*		*	*	*		C00025_Ppat	Enzyme	Solid					*			
output	catalyst	C00064	Ppat	R01072	Metabolite_GeneProduct	L-Glutamine	Ppat	*		*	*	*		C00064_Ppat	Enzyme	Solid			*	*	*			
input	catalyst	C00010	Prdx6	R04480	Metabolite_GeneProduct	CoA	Prdx6	*		*	*	*		C00010_Prdx6	Enzyme	Solid				*				
input	catalyst	C00051	Prdx6	R12578	Metabolite_GeneProduct	Glutathione	Prdx6	*		*	*	*		C00051_Prdx6	Enzyme	Solid			*	*				
output	catalyst	C00127	Prdx6	R12578	Metabolite_GeneProduct	Glutathione disulfide	Prdx6	*		*	*	*		C00127_Prdx6	Enzyme	Solid							*	
input	catalyst	C00157	Prdx6	R01313, R01315, R01317, R07064, R07859	Metabolite_GeneProduct	Phosphatidylcholine	Prdx6	*		*	*	*		C00157_Prdx6	Enzyme	Solid	*				*			
input	catalyst	C00350	Prdx6	R02053, R04480	Metabolite_GeneProduct	Phosphatidylethanolamine	Prdx6	*		*	*	*		C00350_Prdx6	Enzyme	Solid					*			
input	catalyst	C04230	Prdx6	R01318	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphocholine	Prdx6	*		*	*	*		C04230_Prdx6	Enzyme	Solid						*		
output	catalyst	C04438	Prdx6	R02053, R04480	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphoethanolamine	Prdx6	*		*	*	*		C04438_Prdx6	Enzyme	Solid					*			
input	catalyst	C00350	Ptdss1	R07376	Metabolite_GeneProduct	Phosphatidylethanolamine	Ptdss1	*		*	*	*		C00350_Ptdss1	Enzyme	Solid					*			
output	catalyst	C02737	Ptdss1	R07376	Metabolite_GeneProduct	Phosphatidylserine	Ptdss1	*		*	*	*		C02737_Ptdss1	Enzyme	Solid			*					*
input	catalyst	C00350	Ptdss2	R07376	Metabolite_GeneProduct	Phosphatidylethanolamine	Ptdss2	*		*	*	*		C00350_Ptdss2	Enzyme	Solid					*			
output	catalyst	C02737	Ptdss2	R07376	Metabolite_GeneProduct	Phosphatidylserine	Ptdss2	*		*	*	*		C02737_Ptdss2	Enzyme	Solid			*					*
output	catalyst	C00004	Pycr3	R01248, R03291	Metabolite_GeneProduct	NADH	Pycr3		*	*	*		*	C00004_Pycr3	Enzyme	Solid	*							
output	catalyst	C00005	Pycr3	R01251, R03293	Metabolite_GeneProduct	NADPH	Pycr3		*	*	*		*	C00005_Pycr3	Enzyme	Solid	*							
input	catalyst	C00148	Pycr3	R01248, R01251	Metabolite_GeneProduct	L-Proline	Pycr3		*	*	*		*	C00148_Pycr3	Enzyme	Solid	*							
input	catalyst	C01157	Pycr3	R03291, R03293	Metabolite_GeneProduct	Hydroxyproline	Pycr3	*	*	*	*	*	*	C01157_Pycr3	Enzyme	Solid	*						*	*
input	catalyst	C00025	Qrsl1	R03905, R04212	Metabolite_GeneProduct	L-Glutamate	Qrsl1	*		*	*	*		C00025_Qrsl1	Enzyme	Solid					*			
output	catalyst	C00064	Qrsl1	R03905, R04212	Metabolite_GeneProduct	L-Glutamine	Qrsl1	*		*	*	*		C00064_Qrsl1	Enzyme	Solid			*	*	*			
output	catalyst	C00035	Ralb	R00335	Metabolite_GeneProduct	GDP	Ralb		*	*	*		*	C00035_Ralb	Enzyme	Solid					*			
input	catalyst	C00044	Ralb	R00335	Metabolite_GeneProduct	GTP	Ralb	*	*	*	*	*	*	C00044_Ralb	Enzyme	Solid	*	*			*			
output	catalyst	C00473	Retsat	R07163	Metabolite_GeneProduct	Retinol	Retsat	*	*	*	*	*	*	C00473_Retsat	Enzyme	Solid					*		*	*
input	catalyst	C00026	Riox2	R09510, R12459, R12460, R13015	Metabolite_GeneProduct	2-Oxoglutarate	Riox2		*	*	*		*	C00026_Riox2	Enzyme	Solid				*				
output	catalyst	C00042	Riox2	R09510, R12459, R12460, R13015	Metabolite_GeneProduct	Succinate	Riox2	*	*	*	*	*	*	C00042_Riox2	Enzyme	Solid				*			*	
output	catalyst	C00153	Sarm1	R00102, R10629	Metabolite_GeneProduct	Nicotinamide	Sarm1	*	*	*	*	*	*	C00153_Sarm1	Enzyme	Solid					*	*	*	
output	catalyst	C00301	Sarm1	R00102, R10630	Metabolite_GeneProduct	ADP-ribose	Sarm1		*	*	*		*	C00301_Sarm1	Enzyme	Solid					*			
input	catalyst	C00010	Scp2	R05506, R05586, R08091, R08095	Metabolite_GeneProduct	CoA	Scp2	*		*	*	*		C00010_Scp2	Enzyme	Solid				*				
input	catalyst	C05270	Scp2	R04747	Metabolite_GeneProduct	Hexanoyl-CoA	Scp2	*		*	*	*		C05270_Scp2	Enzyme	Solid				*				
input	catalyst	C00051	Selenot	R00900	Metabolite_GeneProduct	Glutathione	Selenot	*		*	*	*		C00051_Selenot	Enzyme	Solid			*	*				
input	catalyst	C00097	Selenot	R00900	Metabolite_GeneProduct	L-Cysteine	Selenot	*		*	*	*		C00097_Selenot	Enzyme	Solid			*				*	*
input	catalyst	C00157	Sgms1	R08969	Metabolite_GeneProduct	Phosphatidylcholine	Sgms1	*		*	*	*		C00157_Sgms1	Enzyme	Solid	*				*			
output	catalyst	C00550	Sgms1	R08969	Metabolite_GeneProduct	Sphingomyelin	Sgms1	*		*	*	*		C00550_Sgms1	Enzyme	Solid					*		*	*
output	catalyst	C00641	Sgms1	R08969	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Sgms1	*		*	*	*		C00641_Sgms1	Enzyme	Solid					*		*	*
input	catalyst	C00157	Sgms2	R08969	Metabolite_GeneProduct	Phosphatidylcholine	Sgms2	*		*	*	*		C00157_Sgms2	Enzyme	Solid	*				*			
output	catalyst	C00550	Sgms2	R08969	Metabolite_GeneProduct	Sphingomyelin	Sgms2	*		*	*	*		C00550_Sgms2	Enzyme	Solid					*		*	*
output	catalyst	C00641	Sgms2	R08969	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Sgms2	*		*	*	*		C00641_Sgms2	Enzyme	Solid					*		*	*
input	catalyst	C00010	Slc27a2	R00390, R01280, R01598, R02794, R03631, R04507, R04580, R08733, R08738	Metabolite_GeneProduct	CoA	Slc27a2	*		*	*	*		C00010_Slc27a2	Enzyme	Solid				*				
output	catalyst	C02528	Slc27a2	R08743	Metabolite_GeneProduct	Chenodeoxycholate	Slc27a2	*		*	*	*		C02528_Slc27a2	Enzyme	Solid					*	*		
input	catalyst	C00002	Slc27a5	R00390, R01280, R02794, R04507, R04580, R08733, R08738	Metabolite_GeneProduct	ATP	Slc27a5		*	*	*		*	C00002_Slc27a5	Enzyme	Solid						*	*	*
input	catalyst	C00010	Slc27a5	R00390, R01280, R02794, R04507, R04580, R08733, R08738	Metabolite_GeneProduct	CoA	Slc27a5	*	*	*	*	*	*	C00010_Slc27a5	Enzyme	Solid				*		*	*	*
input	catalyst	C00020	Slc27a5	R08743	Metabolite_GeneProduct	AMP	Slc27a5		*	*	*		*	C00020_Slc27a5	Enzyme	Solid						*	*	*
input	catalyst	C00249	Slc27a5	R01280	Metabolite_GeneProduct	Hexadecanoic acid	Slc27a5		*	*	*		*	C00249_Slc27a5	Enzyme	Solid						*	*	*
output	catalyst	C02528	Slc27a5	R08743	Metabolite_GeneProduct	Chenodeoxycholate	Slc27a5	*	*	*	*	*	*	C02528_Slc27a5	Enzyme	Solid					*	*	*	*
output	catalyst	C00010	Soat1	R01461, R12496	Metabolite_GeneProduct	CoA	Soat1	*		*	*	*		C00010_Soat1	Enzyme	Solid				*				
output	catalyst	C02530	Soat1	R01461	Metabolite_GeneProduct	Cholesterol ester	Soat1	*		*	*	*		C02530_Soat1	Enzyme	Solid					*			
output	catalyst	C00010	Soat2	R01461, R12496	Metabolite_GeneProduct	CoA	Soat2	*		*	*	*		C00010_Soat2	Enzyme	Solid				*				
output	catalyst	C02530	Soat2	R01461	Metabolite_GeneProduct	Cholesterol ester	Soat2	*		*	*	*		C02530_Soat2	Enzyme	Solid					*			
input	catalyst	C00010	Sucla2	R00432, R00727, R02405, R02406	Metabolite_GeneProduct	CoA	Sucla2	*		*	*	*		C00010_Sucla2	Enzyme	Solid				*				
input	catalyst	C00042	Sucla2	R00432, R00727	Metabolite_GeneProduct	Succinate	Sucla2	*		*	*	*		C00042_Sucla2	Enzyme	Solid							*	
input	catalyst	C00044	Sucla2	R00432, R02405	Metabolite_GeneProduct	GTP	Sucla2	*		*	*	*		C00044_Sucla2	Enzyme	Solid	*	*						
