metabolite_accession	MetaboliteName	chemical_formula	protein_accession	ProteinName	UniProt	protein_type	GeneName
HMDB0000039	Butyric acid	C4H8O2	HMDBP09109	Histone deacetylase 5	Q9UQL6	Unknown	Hdac5
HMDB0000039	Butyric acid	C4H8O2	HMDBP09123	Acyl-coenzyme A synthetase ACSM4, mitochondrial	P0C7M7	Unknown	Acsm4
HMDB0000042	Acetic acid	C2H4O2	HMDBP00009	Hydroxymethylglutaryl-CoA lyase, mitochondrial	P35914	Enzyme	Hmgcl
HMDB0000042	Acetic acid	C2H4O2	HMDBP00024	Acyl-coenzyme A thioesterase 12	Q8WYK0	Enzyme	Acot12
HMDB0000042	Acetic acid	C2H4O2	HMDBP00037	Acetyl-coenzyme A synthetase, cytoplasmic	Q9NR19	Enzyme	Acss2
HMDB0000042	Acetic acid	C2H4O2	HMDBP00042	Acetyl-coenzyme A synthetase 2-like, mitochondrial	Q9NUB1	Enzyme	Acss1
HMDB0000042	Acetic acid	C2H4O2	HMDBP00089	Serum paraoxonase/lactonase 3	Q15166	Enzyme	Pon3
HMDB0000042	Acetic acid	C2H4O2	HMDBP00091	Serum paraoxonase/arylesterase 1	P27169	Enzyme	Pon1
HMDB0000042	Acetic acid	C2H4O2	HMDBP00092	Serum paraoxonase/arylesterase 2	Q15165	Enzyme	Pon2
HMDB0000042	Acetic acid	C2H4O2	HMDBP00291	4-trimethylaminobutyraldehyde dehydrogenase	P49189	Unknown	Aldh9a1
HMDB0000042	Acetic acid	C2H4O2	HMDBP00292	Aldehyde dehydrogenase, dimeric NADP-preferring	P30838	Unknown	Aldh3a1
HMDB0000042	Acetic acid	C2H4O2	HMDBP00293	Alpha-aminoadipic semialdehyde dehydrogenase	P49419	Unknown	Aldh7a1
HMDB0000042	Acetic acid	C2H4O2	HMDBP00294	Aldehyde dehydrogenase family 1 member A3	P47895	Unknown	Aldh1a3
HMDB0000042	Acetic acid	C2H4O2	HMDBP00295	Aldehyde dehydrogenase, mitochondrial	P05091	Unknown	Aldh2
HMDB0000042	Acetic acid	C2H4O2	HMDBP00296	Fatty aldehyde dehydrogenase	P51648	Unknown	Aldh3a2
HMDB0000042	Acetic acid	C2H4O2	HMDBP00297	Aldehyde dehydrogenase X, mitochondrial	P30837	Unknown	Aldh1b1
HMDB0000042	Acetic acid	C2H4O2	HMDBP00483	UDP-glucuronosyltransferase 1-1	P22309	Enzyme	Ugt1a5
HMDB0000042	Acetic acid	C2H4O2	HMDBP00497	Liver carboxylesterase 1	P23141	Enzyme	Cesl1
HMDB0000042	Acetic acid	C2H4O2	HMDBP00498	Cocaine esterase	O00748	Enzyme	Ces2e
HMDB0000042	Acetic acid	C2H4O2	HMDBP00501	S-formylglutathione hydrolase	P10768	Enzyme	Esd
HMDB0000042	Acetic acid	C2H4O2	HMDBP00523	Platelet-activating factor acetylhydrolase	Q13093	Enzyme	Pla2g7
HMDB0000042	Acetic acid	C2H4O2	HMDBP00524	Acetylcholinesterase	P22303	Enzyme	Ache
HMDB0000042	Acetic acid	C2H4O2	HMDBP00528	Platelet-activating factor acetylhydrolase IB subunit gamma	Q15102	Enzyme	Pafah1b3
HMDB0000042	Acetic acid	C2H4O2	HMDBP00530	Platelet-activating factor acetylhydrolase IB subunit beta	P68402	Enzyme	Pafah1b2
HMDB0000042	Acetic acid	C2H4O2	HMDBP00534	Platelet-activating factor acetylhydrolase 2, cytoplasmic	Q99487	Enzyme	Pafah2
HMDB0000042	Acetic acid	C2H4O2	HMDBP00535	Sialate O-acetylesterase	Q9HAT2	Enzyme	Siae
HMDB0000042	Acetic acid	C2H4O2	HMDBP00541	Aldehyde dehydrogenase family 3 member B2	P48448	Unknown	Aldh3b2
HMDB0000042	Acetic acid	C2H4O2	HMDBP00542	Aldehyde dehydrogenase family 3 member B1	P43353	Unknown	Aldh3b1
HMDB0000042	Acetic acid	C2H4O2	HMDBP00552	Acylphosphatase-2	P14621	Enzyme	Acyp2
HMDB0000042	Acetic acid	C2H4O2	HMDBP00554	Aminoacylase-1	Q03154	Unknown	Acy1
HMDB0000042	Acetic acid	C2H4O2	HMDBP00555	Aspartoacylase	P45381	Enzyme	Aspa
HMDB0000042	Acetic acid	C2H4O2	HMDBP00556	Platelet-activating factor acetylhydrolase IB subunit alpha	P43034	Unknown	Pafah1b1
HMDB0000042	Acetic acid	C2H4O2	HMDBP00557	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase	Q9Y2B2	Enzyme	Pigl
HMDB0000042	Acetic acid	C2H4O2	HMDBP00558	Aspartoacylase-2	Q96HD9	Enzyme	Acy3
HMDB0000042	Acetic acid	C2H4O2	HMDBP01043	Steroid 17-alpha-hydroxylase/17,20 lyase	P05093	Unknown	Cyp17a1
HMDB0000042	Acetic acid	C2H4O2	HMDBP01111	Monocarboxylate transporter 1	P53985	Transporter	Slc16a1
HMDB0000042	Acetic acid	C2H4O2	HMDBP02021	Solute carrier organic anion transporter family member 2B1	O94956	Transporter	Slco2b1
HMDB0000042	Acetic acid	C2H4O2	HMDBP03692	Putative N-acetylglucosamine-6-phosphate deacetylase	Q9Y303	Enzyme	Amdhd2
HMDB0000042	Acetic acid	C2H4O2	HMDBP06047	Citrate lyase subunit beta-like protein, mitochondrial	Q8N0X4	Unknown	Clybl
HMDB0000042	Acetic acid	C2H4O2	HMDBP07300	60 kDa lysophospholipase	Q86U10	Enzyme	Aspg
HMDB0000042	Acetic acid	C2H4O2	HMDBP07406	ACSS2 protein	Q96FY7	Enzyme	Acss2
HMDB0000042	Acetic acid	C2H4O2	HMDBP11602	Acyl-CoA synthetase short-chain family member 3, mitochondrial	Q9H6R3	Unknown	Acss3
HMDB0000043	Betaine	C5H12NO2	HMDBP00201	Choline dehydrogenase, mitochondrial	Q8NE62	Unknown	Chdh
HMDB0000043	Betaine	C5H12NO2	HMDBP00293	Alpha-aminoadipic semialdehyde dehydrogenase	P49419	Unknown	Aldh7a1
HMDB0000043	Betaine	C5H12NO2	HMDBP00559	Betaine--homocysteine S-methyltransferase 1	Q93088	Unknown	Bhmt
HMDB0000043	Betaine	C5H12NO2	HMDBP02695	Sodium- and chloride-dependent betaine transporter	P48065	Unknown	Slc6a12
HMDB0000043	Betaine	C5H12NO2	HMDBP04296	S-methylmethionine--homocysteine S-methyltransferase BHMT2	Q9H2M3	Unknown	Bhmt2
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP00252	Peptidyl-glycine alpha-amidating monooxygenase	P19021	Unknown	Pam
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP00253	Dopamine beta-hydroxylase	P09172	Unknown	Dbh
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP00270	Phytanoyl-CoA dioxygenase, peroxisomal	O14832	Unknown	Phyh
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP00302	Prolyl 4-hydroxylase subunit alpha-2	O15460	Enzyme	P4ha2
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP00304	Prolyl 4-hydroxylase subunit alpha-1	P13674	Enzyme	P4ha1
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP00365	Lactase-phlorizin hydrolase	P09848	Enzyme	Lct
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP00382	Gamma-butyrobetaine dioxygenase	O75936	Unknown	Bbox1
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP00460	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	Q02809	Unknown	Plod1
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP00461	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	O00469	Unknown	Plod2
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP00462	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	O60568	Unknown	Plod3
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP00822	Glutathione S-transferase omega-1	P78417	Enzyme	Gsto1
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP00831	Glutathione S-transferase omega-2	Q9H4Y5	Enzyme	Gsto2
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP02802	Protein disulfide-isomerase	P07237	Enzyme	P4hb
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP03123	Solute carrier family 23 member 1	Q9UHI7	Unknown	Slc23a1
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP03134	Solute carrier family 23 member 2	Q9UGH3	Unknown	Slc23a2
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP03654	Trimethyllysine dioxygenase, mitochondrial	Q9NVH6	Unknown	Tmlhe
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP08668	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2	Q6NS38	Unknown	Alkbh2
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP08669	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3	Q96Q83	Unknown	Alkbh3
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP09110	Solute carrier family 23 member 3	Q6PIS1	Unknown	Slc23a3
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP09111	Prolyl 4-hydroxylase subunit alpha-3	Q7Z4N8	Enzyme	P4ha3
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP09210	Egl nine homolog 1	Q9GZT9	Enzyme	Egln1
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP09211	Egl nine homolog 2	Q96KS0	Enzyme	Egln2
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP09212	Egl nine homolog 3	Q9H6Z9	Enzyme	Egln3
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP09213	Transmembrane prolyl 4-hydroxylase	Q9NXG6	Enzyme	P4htm
HMDB0000044	Ascorbic acid	C6H8O6	HMDBP10653	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1	Q8N543	Enzyme	Ogfod1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00001	5'-nucleotidase	P21589	Unknown	Nt5e
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00004	Cytosolic 5'-nucleotidase 1B	Q96P26	Unknown	Nt5c1b
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00005	Cytosolic 5'-nucleotidase 1A	Q9BXI3	Unknown	Nt5c1a
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00006	5'(3')-deoxyribonucleotidase, cytosolic type	Q8TCD5	Unknown	Nt5c
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00007	Deoxycytidine kinase	P27707	Enzyme	Dck
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00008	5'(3')-deoxyribonucleotidase, mitochondrial	Q9NPB1	Unknown	Nt5m
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00037	Acetyl-coenzyme A synthetase, cytoplasmic	Q9NR19	Enzyme	Acss2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00042	Acetyl-coenzyme A synthetase 2-like, mitochondrial	Q9NUB1	Enzyme	Acss1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00084	Ectonucleoside triphosphate diphosphohydrolase 1	P49961	Unknown	Entpd1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00085	Soluble calcium-activated nucleotidase 1	Q8WVQ1	Unknown	Cant1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00086	Ectonucleoside triphosphate diphosphohydrolase 3	O75355	Unknown	Entpd3
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00089	Serum paraoxonase/lactonase 3	Q15166	Enzyme	Pon3
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00119	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	P22413	Unknown	Enpp1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00194	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3	O14638	Unknown	Enpp3
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00274	Phenylalanine--tRNA ligase alpha subunit	Q9Y285	Enzyme	Farsa
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00275	Phenylalanine--tRNA ligase, mitochondrial	O95363	Enzyme	Fars2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00293	Alpha-aminoadipic semialdehyde dehydrogenase	P49419	Unknown	Aldh7a1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00342	3'(2'),5'-bisphosphate nucleotidase 1	O95861	Unknown	Bpnt1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00369	ADP-dependent glucokinase	Q9BRR6	Unknown	Adpgk
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00370	Glycogen phosphorylase, liver form	P06737	Enzyme	Pygl
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00373	Glycogen phosphorylase, muscle form	P11217	Enzyme	Pygm
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00375	Glycogen phosphorylase, brain form	P11216	Enzyme	Pygb
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00438	Adenine phosphoribosyltransferase	P07741	Enzyme	Aprt
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00475	Hypoxanthine-guanine phosphoribosyltransferase	P00492	Unknown	Hprt1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00509	Biotin--protein ligase	P50747	Enzyme	Hlcs
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00522	Phenylalanine--tRNA ligase beta subunit	Q9NSD9	Enzyme	Farsb
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00560	Ubiquitin-conjugating enzyme E2 A	P49459	Enzyme	Ube2a
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00561	Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma	Q13956	Enzyme	Pde6h
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00562	Adenylate kinase isoenzyme 1	P00568	Enzyme	Ak1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00563	NEDD8-conjugating enzyme Ubc12	P61081	Enzyme	Ube2m
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00564	Ubiquitin/ISG15-conjugating enzyme E2 L6	O14933	Enzyme	Ube2l6
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00566	Ribose-phosphate pyrophosphokinase 3	P21108	Unknown	Prps1l1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00570	Long-chain-fatty-acid--CoA ligase 4	O60488	Unknown	Acsl4
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00571	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A	P54750	Unknown	Pde1a
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00572	Ubiquitin-conjugating enzyme E2 D1	P51668	Unknown	Ube2d1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00573	GTP:AMP phosphotransferase, mitochondrial	Q9UIJ7	Enzyme	Ak3
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00575	High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A	O60658	Unknown	Pde8a
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00576	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B	Q01064	Enzyme	Pde1b
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00577	Long-chain-fatty-acid--CoA ligase 1	P33121	Unknown	Acsl1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00578	cGMP-inhibited 3',5'-cyclic phosphodiesterase B	Q13370	Enzyme	Pde3b
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00579	Ubiquitin-conjugating enzyme E2 G1	P62253	Enzyme	Ube2g1l1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00583	Asparagine synthetase [glutamine-hydrolyzing]	P08243	Enzyme	Asns
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00584	Ubiquitin-conjugating enzyme E2 E2	Q96LR5	Enzyme	Ube2e2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00585	Adenylosuccinate lyase	P30566	Enzyme	Adsl
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00586	Adenylate kinase isoenzyme 4, mitochondrial	P27144	Enzyme	Ak4
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00587	Ubiquitin-conjugating enzyme E2 D2	P62837	Enzyme	Ube2d2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00588	DNA ligase 4	P49917	Enzyme	Lig4
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00590	High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A	Q13946	Unknown	Pde7a
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00592	GMP synthase [glutamine-hydrolyzing]	P49915	Unknown	Gmps
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00593	Ubiquitin-conjugating enzyme E2 E3	Q969T4	Unknown	Ube2e3
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00595	Ubiquitin-conjugating enzyme E2 B	P63146	Enzyme	Ube2b
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00596	Probable leucine--tRNA ligase, mitochondrial	Q15031	Enzyme	Lars2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00597	AMP deaminase 3	Q01432	Enzyme	Ampd3
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00598	Ubiquitin-conjugating enzyme E2 J2	Q8N2K1	Enzyme	Ube2j2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00599	AMP deaminase 2	Q01433	Enzyme	Ampd2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00600	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	Q14432	Unknown	Pde3a
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00602	RNA 3'-terminal phosphate cyclase	O00442	Enzyme	Rtca
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00603	Adenylate kinase 7	Q96M32	Enzyme	Ak7
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00604	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A	Q9Y233	Unknown	Pde10a
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00605	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C	Q14123	Unknown	Pde1c
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00607	DNA ligase 3	P49916	Unknown	Lig3
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00609	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	Q07343	Unknown	Pde4b
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00612	cAMP-specific 3',5'-cyclic phosphodiesterase 7B	Q9NP56	Unknown	Pde7b
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00615	Bis(5'-adenosyl)-triphosphatase	P49789	Unknown	Fhit
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00616	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	O76083	Unknown	Pde9a
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00617	cGMP-dependent 3',5'-cyclic phosphodiesterase	O00408	Unknown	Pde2a
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00618	Ubiquitin-like modifier-activating enzyme 1	P22314	Enzyme	Uba1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00619	Tyrosine--tRNA ligase, mitochondrial	Q9Y2Z4	Enzyme	Yars2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00620	Ubiquitin-conjugating enzyme E2 E1	P51965	Enzyme	Ube2e1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00621	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	P50583	Unknown	Nudt2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00622	Long-chain-fatty-acid--CoA ligase 6	Q9UKU0	Unknown	Acsl6
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00626	Tryptophan--tRNA ligase, mitochondrial	Q9UGM6	Enzyme	Wars2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00627	ADP-sugar pyrophosphatase	Q9UKK9	Unknown	Nudt5
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00628	Ribose-phosphate pyrophosphokinase 1	P60891	Unknown	Prps1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00629	Serine--tRNA ligase, mitochondrial	Q9NP81	Enzyme	Sars2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00630	High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B	O95263	Unknown	Pde8b
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00631	cAMP-specific 3',5'-cyclic phosphodiesterase 4C	Q08493	Unknown	Pde4c
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00632	Ribose-phosphate pyrophosphokinase 2	P11908	Unknown	Prps2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00633	Thiamin pyrophosphokinase 1	Q9H3S4	Enzyme	Tpk1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00636	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	Q08499	Unknown	Pde4d
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00637	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma	P18545	Enzyme	Pde6g
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00639	ADP-ribose pyrophosphatase, mitochondrial	Q9BW91	Unknown	Nudt9
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00640	Adenosine kinase	P55263	Unknown	Adk
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00641	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	O43924	Enzyme	Pde6d
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00642	Probable histidine--tRNA ligase, mitochondrial	P49590	Enzyme	Hars2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00643	Ubiquitin-conjugating enzyme E2 J1	Q9Y385	Enzyme	Ube2j1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00644	Long-chain-fatty-acid--CoA ligase 5	Q9ULC5	Unknown	Acsl5
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00647	Long-chain-fatty-acid--CoA ligase 3	O95573	Unknown	Acsl3
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00649	Ubiquitin-conjugating enzyme E2 C	O00762	Enzyme	Ube2c
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00650	cAMP-specific 3',5'-cyclic phosphodiesterase 4A	P27815	Unknown	Pde4a
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00652	Adenylate kinase isoenzyme 5	Q9Y6K8	Unknown	Ak5
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00653	Selenide, water dikinase 1	P49903	Enzyme	Sephs1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00654	Ubiquitin-conjugating enzyme E2 N	P61088	Enzyme	Ube2n
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00655	cGMP-specific 3',5'-cyclic phosphodiesterase	O76074	Unknown	Pde5a
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00656	Argininosuccinate synthase	P00966	Enzyme	Ass1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00657	AMP deaminase 1	P23109	Enzyme	Ampd1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00658	Selenide, water dikinase 2	Q99611	Enzyme	Sephs2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00660	DNA ligase 1	P18858	Enzyme	Lig1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP00711	Adenylate cyclase type 1	Q08828	Unknown	Adcy1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP01653	Histidine triad nucleotide-binding protein 1	P49773	Unknown	Hint1l1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP01946	Very long-chain acyl-CoA synthetase	O14975	Enzyme	Slc27a2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP01995	Transient receptor potential cation channel subfamily M member 2	O94759	Unknown	Trpm2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP02017	Adenylyltransferase and sulfurtransferase MOCS3	O95396	Enzyme	Mocs3
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP02133	Cyclic AMP-responsive element-binding protein 1	P16220	Unknown	Creb1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP02282	E3 ubiquitin-protein ligase NEDD4-like	Q96PU5	Enzyme	Nedd4l
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP02432	E3 ubiquitin-protein ligase Mdm2	Q00987	Unknown	Mdm2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP02892	Gephyrin	Q9NQX3	Unknown	Gphn
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP03007	Phosphopantothenate--cysteine ligase	Q9HAB8	Enzyme	Ppcs
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP03055	Bile acyl-CoA synthetase	Q9Y2P5	Enzyme	Slc27a5
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP03241	Glutamine-dependent NAD(+) synthetase	Q6IA69	Unknown	Nadsyn1
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP04072	Adenylate kinase 2, mitochondrial	P54819	Enzyme	Ak2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP04109	Acetoacetyl-CoA synthetase	Q86V21	Enzyme	Aacs
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP04188	Acyl-coenzyme A synthetase ACSM1, mitochondrial	Q08AH1	Unknown	Acsm2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP04379	Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A	Q9HCR9	Unknown	Pde11a
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP07360	Probable arginine--tRNA ligase, mitochondrial	Q5T160	Enzyme	Rars2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP07369	Probable cysteine--tRNA ligase, mitochondrial	Q9HA77	Unknown	Cars2
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP07399	Acyl-CoA synthetase family member 4	Q4L235	Enzyme	Aasdh
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP07403	Peroxisomal NADH pyrophosphatase NUDT12	Q9BQG2	Unknown	Nudt12
HMDB0000045	Adenosine monophosphate	C10H14N5O7P	HMDBP07406	ACSS2 protein	Q96FY7	Enzyme	Acss2
