mappingID1	MetaboliteName	chemical_formula	protein_accession	ProteinName	UniProt	protein_type	mappingID2	detectedPair1	detectedPair2	EdgeColor	EdgeLine	sorted_pairs	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00378	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial	Q8N5Z0	Enzyme	Aadat	*	*	Enzyme	Solid	HMDB0000148_Aadat								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00512	Glutamate--cysteine ligase catalytic subunit	P48506	Enzyme	Gclc	*	*	Enzyme	Solid	HMDB0000148_Gclc								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00513	Glutamate--cysteine ligase regulatory subunit	P48507	Enzyme	Gclm	*	*	Enzyme	Solid	HMDB0000148_Gclm								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00515	N-acetylglutamate synthase, mitochondrial	Q8N159	Enzyme	Nags	*	*	Enzyme	Solid	HMDB0000148_Nags								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00516	Branched-chain-amino-acid aminotransferase, mitochondrial	O15382	Enzyme	Bcat2	*	*	Enzyme	Solid	HMDB0000148_Bcat2								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00583	Asparagine synthetase [glutamine-hydrolyzing]	P08243	Enzyme	Asns	*	*	Enzyme	Solid	HMDB0000148_Asns								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00592	GMP synthase [glutamine-hydrolyzing]	P49915	Unknown	Gmps	*	*	Unknown	Solid	HMDB0000148_Gmps								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00666	Glutamate dehydrogenase 2, mitochondrial	P49448	Unknown	Glud1	*	*	Unknown	Solid	HMDB0000148_Glud1								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00670	Glutamine synthetase	P15104	Enzyme	Glul	*	*	Enzyme	Solid	HMDB0000148_Glul								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00675	Glutaminase liver isoform, mitochondrial	Q9UI32	Enzyme	Gls2	*	*	Enzyme	Solid	HMDB0000148_Gls2								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00676	CTP synthase 1	P17812	Unknown	Ctps1	*	*	Unknown	Solid	HMDB0000148_Ctps1								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00680	Glutaminase kidney isoform, mitochondrial	O94925	Enzyme	Gls	*	*	Enzyme	Solid	HMDB0000148_Gls								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00694	Glutamate dehydrogenase 1, mitochondrial	P00367	Unknown	Glud1	*	*	Unknown	Solid	HMDB0000148_Glud1								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00730	Gamma-glutamyltranspeptidase 1	P19440	Enzyme	Ggt1	*	*	Enzyme	Solid	HMDB0000148_Ggt1								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00731	Gamma-glutamyltransferase 7	Q9UJ14	Enzyme	Ggt7	*	*	Enzyme	Solid	HMDB0000148_Ggt7								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00791	Glutathione synthetase	P48637	Enzyme	Gss	*	*	Enzyme	Solid	HMDB0000148_Gss								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00852	Alpha-aminoadipic semialdehyde synthase, mitochondrial	Q9UDR5	Unknown	Aass	*	*	Unknown	Solid	HMDB0000148_Aass								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00853	Phosphoribosylformylglycinamidine synthase	O15067	Enzyme	Pfas	*	*	Enzyme	Solid	HMDB0000148_Pfas								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP01111	Monocarboxylate transporter 1	P53985	Transporter	Slc16a1	*	*	Transporter	Solid	HMDB0000148_Slc16a1								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP03053	Aminoadipate aminotransferase, isoform CRA_b	Q4W5N8	Enzyme	Aadat	*	*	Enzyme	Solid	HMDB0000148_Aadat								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP03241	Glutamine-dependent NAD(+) synthetase	Q6IA69	Unknown	Nadsyn1	*	*	Unknown	Solid	HMDB0000148_Nadsyn1								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP03298	CAD protein	P27708	Unknown	Cad	*	*	Unknown	Solid	HMDB0000148_Cad								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP04074	CTP synthase 2	Q9NRF8	Enzyme	Ctps2	*	*	Enzyme	Solid	HMDB0000148_Ctps2								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP05340	Monocarboxylate transporter 10	Q8TF71	Transporter	Slc16a10	*	*	Transporter	Solid	HMDB0000148_Slc16a10								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP07235	Mitochondrial glutamate carrier 1	Q9H936	Enzyme	Slc25a22	*	*	Enzyme	Solid	HMDB0000148_Slc25a22								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP07400	Aminoadipate-semialdehyde synthase	A4D0W4	Enzyme	Aass	*	*	Enzyme	Solid	HMDB0000148_Aass								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP09342	GGT7 protein	A0PJJ9	Enzyme	Ggt7	*	*	Enzyme	Solid	HMDB0000148_Ggt7								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP09432	Glutamyl aminopeptidase	Q07075	Enzyme	Enpep	*	*	Enzyme	Solid	HMDB0000148_Enpep								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP10657	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	Q9H0R6	Enzyme	Qrsl1	*	*	Enzyme	Solid	HMDB0000148_Qrsl1								
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP11741	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	O43716	Unknown	Gatc	*	*	Unknown	Solid	HMDB0000148_Gatc			*		*			*
HMDB0000161	L-Alanine	C3H7NO2	HMDBP02513	Cysteine desulfurase, mitochondrial	Q9Y697	Unknown	Nfs1	*	*	Unknown	Solid	HMDB0000161_Nfs1								
HMDB0000161	L-Alanine	C3H7NO2	HMDBP05340	Monocarboxylate transporter 10	Q8TF71	Transporter	Slc16a10	*	*	Transporter	Solid	HMDB0000161_Slc16a10								
HMDB0000162	L-Proline	C5H9NO2	HMDBP00302	Prolyl 4-hydroxylase subunit alpha-2	O15460	Enzyme	P4ha2	*	*	Enzyme	Solid	HMDB0000162_P4ha2								
HMDB0000162	L-Proline	C5H9NO2	HMDBP05340	Monocarboxylate transporter 10	Q8TF71	Transporter	Slc16a10	*	*	Transporter	Solid	HMDB0000162_Slc16a10								
HMDB0000162	L-Proline	C5H9NO2	HMDBP09211	Egl nine homolog 2	Q96KS0	Enzyme	Egln2	*	*	Enzyme	Solid	HMDB0000162_Egln2								
HMDB0000162	L-Proline	C5H9NO2	HMDBP09212	Egl nine homolog 3	Q9H6Z9	Enzyme	Egln3	*	*	Enzyme	Solid	HMDB0000162_Egln3								
HMDB0000177	L-Histidine	C6H9N3O2	HMDBP00278	Aromatic-L-amino-acid decarboxylase	P20711	Enzyme	Ddc	*	*	Enzyme	Solid	HMDB0000177_Ddc								
HMDB0000177	L-Histidine	C6H9N3O2	HMDBP00885	Histidine decarboxylase	P19113	Enzyme	Hdc	*	*	Enzyme	Solid	HMDB0000177_Hdc								
HMDB0000177	L-Histidine	C6H9N3O2	HMDBP03036	Sodium-coupled neutral amino acid transporter 3	Q99624	Transporter	Slc38a3	*	*	Transporter	Solid	HMDB0000177_Slc38a3								
HMDB0000177	L-Histidine	C6H9N3O2	HMDBP05340	Monocarboxylate transporter 10	Q8TF71	Transporter	Slc16a10	*	*	Transporter	Solid	HMDB0000177_Slc16a10								
HMDB0000177	L-Histidine	C6H9N3O2	HMDBP08844	Carnosine synthase 1	A5YM72	Unknown	Carns1	*	*	Unknown	Solid	HMDB0000177_Carns1							*	
HMDB0000187	L-Serine	C3H7NO3	HMDBP00779	Cystathionine beta-synthase	P35520	Unknown	Cbs	*	*	Unknown	Solid	HMDB0000187_Cbs								
HMDB0000187	L-Serine	C3H7NO3	HMDBP05340	Monocarboxylate transporter 10	Q8TF71	Transporter	Slc16a10	*	*	Transporter	Solid	HMDB0000187_Slc16a10								
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00283	Aspartate aminotransferase, cytoplasmic	P17174	Enzyme	Got1	*	*	Enzyme	Solid	HMDB0000191_Got1								
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00284	Aspartate aminotransferase, mitochondrial	P00505	Enzyme	Got2	*	*	Enzyme	Solid	HMDB0000191_Got2								
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00554	Aminoacylase-1	Q03154	Unknown	Acy1	*	*	Unknown	Solid	HMDB0000191_Acy1								
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00555	Aspartoacylase	P45381	Enzyme	Aspa	*	*	Enzyme	Solid	HMDB0000191_Aspa								
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00558	Aspartoacylase-2	Q96HD9	Enzyme	Acy3	*	*	Enzyme	Solid	HMDB0000191_Acy3								
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00583	Asparagine synthetase [glutamine-hydrolyzing]	P08243	Enzyme	Asns	*	*	Enzyme	Solid	HMDB0000191_Asns								
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00656	Argininosuccinate synthase	P00966	Enzyme	Ass1	*	*	Enzyme	Solid	HMDB0000191_Ass1								
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00694	Glutamate dehydrogenase 1, mitochondrial	P00367	Unknown	Glud1	*	*	Unknown	Solid	HMDB0000191_Glud1								
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP01022	Aspartyl/asparaginyl beta-hydroxylase	Q12797	Unknown	Asph	*	*	Unknown	Solid	HMDB0000191_Asph								
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP03298	CAD protein	P27708	Unknown	Cad	*	*	Unknown	Solid	HMDB0000191_Cad								
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP05340	Monocarboxylate transporter 10	Q8TF71	Transporter	Slc16a10	*	*	Transporter	Solid	HMDB0000191_Slc16a10								
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP07300	60 kDa lysophospholipase	Q86U10	Enzyme	Aspg	*	*	Enzyme	Solid	HMDB0000191_Aspg								
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP08281	L-amino-acid oxidase	Q96RQ9	Unknown	Il4i1	*	*	Unknown	Solid	HMDB0000191_Il4i1								
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP09114	Argininosuccinate synthase	Q5T6L4	Enzyme	Ass1	*	*	Enzyme	Solid	HMDB0000191_Ass1								
HMDB0000207	Oleic acid	C18H34O2	HMDBP00035	Fatty acid synthase	P49327	Enzyme	Fasn	*	*	Enzyme	Solid	HMDB0000207_Fasn								
HMDB0000207	Oleic acid	C18H34O2	HMDBP01046	Cytosolic acyl coenzyme A thioester hydrolase	O00154	Enzyme	Acot7	*	*	Enzyme	Solid	HMDB0000207_Acot7								
HMDB0000208	Oxoglutaric acid	C5H6O5	HMDBP00302	Prolyl 4-hydroxylase subunit alpha-2	O15460	Enzyme	P4ha2	*	*	Enzyme	Solid	HMDB0000208_P4ha2								
HMDB0000208	Oxoglutaric acid	C5H6O5	HMDBP00666	Glutamate dehydrogenase 2, mitochondrial	P49448	Unknown	Glud1	*	*	Unknown	Solid	HMDB0000208_Glud1								
HMDB0000208	Oxoglutaric acid	C5H6O5	HMDBP00694	Glutamate dehydrogenase 1, mitochondrial	P00367	Unknown	Glud1	*	*	Unknown	Solid	HMDB0000208_Glud1								
HMDB0000208	Oxoglutaric acid	C5H6O5	HMDBP09100	2-oxoglutarate dehydrogenase-like, mitochondrial	Q9ULD0	Enzyme	Ogdhl	*	*	Enzyme	Solid	HMDB0000208_Ogdhl								
HMDB0000208	Oxoglutaric acid	C5H6O5	HMDBP09211	Egl nine homolog 2	Q96KS0	Enzyme	Egln2	*	*	Enzyme	Solid	HMDB0000208_Egln2								
HMDB0000208	Oxoglutaric acid	C5H6O5	HMDBP09212	Egl nine homolog 3	Q9H6Z9	Enzyme	Egln3	*	*	Enzyme	Solid	HMDB0000208_Egln3								
HMDB0000212	N-Acetylgalactosamine	C8H15NO6	HMDBP09372	Hyaluronidase-1	Q12794	Enzyme	Hyal1	*	*	Enzyme	Solid	HMDB0000212_Hyal1								
HMDB0000214	Ornithine	C5H12N2O2	HMDBP01034	Ornithine decarboxylase	P11926	Enzyme	Odc1	*	*	Enzyme	Solid	HMDB0000214_Odc1								
HMDB0000214	Ornithine	C5H12N2O2	HMDBP10709	Ornithine decarboxylase antizyme 1	P54368	Enzyme	Oaz1	*	*	Enzyme	Solid	HMDB0000214_Oaz1								
HMDB0000220	Palmitic acid	C16H32O2	HMDBP00035	Fatty acid synthase	P49327	Enzyme	Fasn	*	*	Enzyme	Solid	HMDB0000220_Fasn						*	*	
HMDB0000220	Palmitic acid	C16H32O2	HMDBP00226	Hepatic triacylglycerol lipase	P11150	Enzyme	Lipc	*	*	Enzyme	Solid	HMDB0000220_Lipc						*	*	
HMDB0000220	Palmitic acid	C16H32O2	HMDBP01046	Cytosolic acyl coenzyme A thioester hydrolase	O00154	Enzyme	Acot7	*	*	Enzyme	Solid	HMDB0000220_Acot7						*	*	
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00035	Fatty acid synthase	P49327	Enzyme	Fasn	*	*	Enzyme	Solid	HMDB0000221_Fasn								
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00134	Thioredoxin reductase 1, cytoplasmic	Q16881	Unknown	Txnrd1	*	*	Unknown	Solid	HMDB0000221_Txnrd1								
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00143	Dimethylaniline monooxygenase [N-oxide-forming] 5	P49326	Unknown	Fmo5	*	*	Unknown	Solid	HMDB0000221_Fmo5								
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00151	Heme oxygenase 2	P30519	Unknown	Hmox2	*	*	Unknown	Solid	HMDB0000221_Hmox2								
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00153	Squalene monooxygenase	Q14534	Unknown	Sqle	*	*	Unknown	Solid	HMDB0000221_Sqle								
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00155	Dimethylaniline monooxygenase [N-oxide-forming] 2	Q99518	Unknown	Fmo2	*	*	Unknown	Solid	HMDB0000221_Fmo2								
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00158	Thioredoxin reductase 2, mitochondrial	Q9NNW7	Unknown	Txnrd2	*	*	Unknown	Solid	HMDB0000221_Txnrd2								
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00185	Dimethylaniline monooxygenase [N-oxide-forming] 1	Q01740	Unknown	Fmo1	*	*	Unknown	Solid	HMDB0000221_Fmo1								
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00198	Heme oxygenase 1	P09601	Unknown	Hmox1	*	*	Unknown	Solid	HMDB0000221_Hmox1								
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00293	Alpha-aminoadipic semialdehyde dehydrogenase	P49419	Unknown	Aldh7a1	*	*	Unknown	Solid	HMDB0000221_Aldh7a1								
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00328	Glucose-6-phosphate 1-dehydrogenase	P11413	Enzyme	G6pd	*	*	Enzyme	Solid	HMDB0000221_G6pd								
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00329	GDH/6PGL endoplasmic bifunctional protein	O95479	Unknown	H6pd	*	*	Unknown	Solid	HMDB0000221_H6pd								
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00666	Glutamate dehydrogenase 2, mitochondrial	P49448	Unknown	Glud1	*	*	Unknown	Solid	HMDB0000221_Glud1								
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00694	Glutamate dehydrogenase 1, mitochondrial	P00367	Unknown	Glud1	*	*	Unknown	Solid	HMDB0000221_Glud1								
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00910	3-hydroxy-3-methylglutaryl-coenzyme A reductase	P04035	Enzyme	Hmgcr	*	*	Enzyme	Solid	HMDB0000221_Hmgcr								
HMDB0000224	O-Phosphoethanolamine	C2H8NO4P	HMDBP00738	Ethanolamine-phosphate cytidylyltransferase	Q99447	Enzyme	Pcyt2	*	*	Enzyme	Solid	HMDB0000224_Pcyt2								
HMDB0000224	O-Phosphoethanolamine	C2H8NO4P	HMDBP00777	Choline/ethanolamine kinase	Q9Y259	Enzyme	Chkb	*	*	Enzyme	Solid	HMDB0000224_Chkb								
HMDB0000243	Pyruvic acid	C3H4O3	HMDBP01111	Monocarboxylate transporter 1	P53985	Transporter	Slc16a1	*	*	Transporter	Solid	HMDB0000243_Slc16a1								
HMDB0000243	Pyruvic acid	C3H4O3	HMDBP05340	Monocarboxylate transporter 10	Q8TF71	Transporter	Slc16a10	*	*	Transporter	Solid	HMDB0000243_Slc16a10								
HMDB0000252	Sphingosine	C18H37NO2	HMDBP01719	Ganglioside GM2 activator	P17900	Enzyme	Gm2a	*	*	Enzyme	Solid	HMDB0000252_Gm2a								
HMDB0000252	Sphingosine	C18H37NO2	HMDBP03084	Phosphatidylinositol-glycan biosynthesis class X protein	Q8TBF5	Enzyme	Pigx	*	*	Enzyme	Solid	HMDB0000252_Pigx								
HMDB0000252	Sphingosine	C18H37NO2	HMDBP11446	Lipopolysaccharide-binding protein	P18428	Unknown	Lbp	*	*	Unknown	Solid	HMDB0000252_Lbp								
HMDB0000254	Succinic acid	C4H6O4	HMDBP00121	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	Q99643	Unknown	Sdhc	*	*	Unknown	Solid	HMDB0000254_Sdhc								
HMDB0000254	Succinic acid	C4H6O4	HMDBP00150	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	P31040	Unknown	Sdha	*	*	Unknown	Solid	HMDB0000254_Sdha								
HMDB0000254	Succinic acid	C4H6O4	HMDBP00193	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	P21912	Unknown	Sdhb	*	*	Unknown	Solid	HMDB0000254_Sdhb								
HMDB0000254	Succinic acid	C4H6O4	HMDBP00302	Prolyl 4-hydroxylase subunit alpha-2	O15460	Enzyme	P4ha2	*	*	Enzyme	Solid	HMDB0000254_P4ha2								
HMDB0000254	Succinic acid	C4H6O4	HMDBP00304	Prolyl 4-hydroxylase subunit alpha-1	P13674	Enzyme	P4ha1	*	*	Enzyme	Solid	HMDB0000254_P4ha1								
HMDB0000254	Succinic acid	C4H6O4	HMDBP00382	Gamma-butyrobetaine dioxygenase	O75936	Unknown	Bbox1	*	*	Unknown	Solid	HMDB0000254_Bbox1								
HMDB0000254	Succinic acid	C4H6O4	HMDBP00462	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	O60568	Unknown	Plod3	*	*	Unknown	Solid	HMDB0000254_Plod3								
HMDB0000254	Succinic acid	C4H6O4	HMDBP00889	Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	P53597	Unknown	Suclg1	*	*	Unknown	Solid	HMDB0000254_Suclg1								
HMDB0000254	Succinic acid	C4H6O4	HMDBP00891	Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial	Q96I99	Unknown	Suclg2	*	*	Unknown	Solid	HMDB0000254_Suclg2								
HMDB0000254	Succinic acid	C4H6O4	HMDBP00971	Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial	Q9P2R7	Unknown	Sucla2	*	*	Unknown	Solid	HMDB0000254_Sucla2								
HMDB0000254	Succinic acid	C4H6O4	HMDBP01022	Aspartyl/asparaginyl beta-hydroxylase	Q12797	Unknown	Asph	*	*	Unknown	Solid	HMDB0000254_Asph								
HMDB0000254	Succinic acid	C4H6O4	HMDBP02436	Solute carrier family 13 member 3	Q8WWT9	Unknown	Slc13a3	*	*	Unknown	Solid	HMDB0000254_Slc13a3								
HMDB0000254	Succinic acid	C4H6O4	HMDBP02862	17-beta-hydroxysteroid dehydrogenase type 6	O14756	Unknown	Hsd17b6	*	*	Unknown	Solid	HMDB0000254_Hsd17b6								
HMDB0000254	Succinic acid	C4H6O4	HMDBP03654	Trimethyllysine dioxygenase, mitochondrial	Q9NVH6	Unknown	Tmlhe	*	*	Unknown	Solid	HMDB0000254_Tmlhe								
HMDB0000254	Succinic acid	C4H6O4	HMDBP09111	Prolyl 4-hydroxylase subunit alpha-3	Q7Z4N8	Enzyme	P4ha3	*	*	Enzyme	Solid	HMDB0000254_P4ha3								
HMDB0000254	Succinic acid	C4H6O4	HMDBP09210	Egl nine homolog 1	Q9GZT9	Enzyme	Egln1	*	*	Enzyme	Solid	HMDB0000254_Egln1								
HMDB0000254	Succinic acid	C4H6O4	HMDBP09211	Egl nine homolog 2	Q96KS0	Enzyme	Egln2	*	*	Enzyme	Solid	HMDB0000254_Egln2								
HMDB0000254	Succinic acid	C4H6O4	HMDBP09212	Egl nine homolog 3	Q9H6Z9	Enzyme	Egln3	*	*	Enzyme	Solid	HMDB0000254_Egln3								
HMDB0000269	Sphinganine	C18H39NO2	HMDBP01719	Ganglioside GM2 activator	P17900	Enzyme	Gm2a	*	*	Enzyme	Solid	HMDB0000269_Gm2a								
HMDB0000269	Sphinganine	C18H39NO2	HMDBP03084	Phosphatidylinositol-glycan biosynthesis class X protein	Q8TBF5	Enzyme	Pigx	*	*	Enzyme	Solid	HMDB0000269_Pigx								
HMDB0000269	Sphinganine	C18H39NO2	HMDBP11446	Lipopolysaccharide-binding protein	P18428	Unknown	Lbp	*	*	Unknown	Solid	HMDB0000269_Lbp								
HMDB0000277	Sphingosine 1-phosphate	C18H38NO5P	HMDBP01719	Ganglioside GM2 activator	P17900	Enzyme	Gm2a	*	*	Enzyme	Solid	HMDB0000277_Gm2a								
HMDB0000277	Sphingosine 1-phosphate	C18H38NO5P	HMDBP03084	Phosphatidylinositol-glycan biosynthesis class X protein	Q8TBF5	Enzyme	Pigx	*	*	Enzyme	Solid	HMDB0000277_Pigx								
HMDB0000277	Sphingosine 1-phosphate	C18H38NO5P	HMDBP11446	Lipopolysaccharide-binding protein	P18428	Unknown	Lbp	*	*	Unknown	Solid	HMDB0000277_Lbp								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00084	Ectonucleoside triphosphate diphosphohydrolase 1	P49961	Unknown	Entpd1	*	*	Unknown	Solid	HMDB0000285_Entpd1								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00085	Soluble calcium-activated nucleotidase 1	Q8WVQ1	Unknown	Cant1	*	*	Unknown	Solid	HMDB0000285_Cant1								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00105	Uridine-cytidine kinase 1	Q9HA47	Unknown	Uck1	*	*	Unknown	Solid	HMDB0000285_Uck1								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00109	Nucleoside diphosphate kinase A	P15531	Unknown	Nme1	*	*	Unknown	Solid	HMDB0000285_Nme1								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00110	Nucleoside diphosphate kinase 7	Q9Y5B8	Unknown	Nme7	*	*	Unknown	Solid	HMDB0000285_Nme7								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00112	Nucleoside diphosphate kinase B	P22392	Unknown	Nme2	*	*	Unknown	Solid	HMDB0000285_Nme2								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00113	Nucleoside diphosphate kinase 3	Q13232	Unknown	Nme3	*	*	Unknown	Solid	HMDB0000285_Nme3								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00114	Nucleoside diphosphate kinase 6	O75414	Unknown	Nme6	*	*	Unknown	Solid	HMDB0000285_Nme6								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00431	Inosine triphosphate pyrophosphatase	Q9BY32	Unknown	Itpa	*	*	Unknown	Solid	HMDB0000285_Itpa								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00621	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	P50583	Unknown	Nudt2	*	*	Unknown	Solid	HMDB0000285_Nudt2								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00676	CTP synthase 1	P17812	Unknown	Ctps1	*	*	Unknown	Solid	HMDB0000285_Ctps1								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00734	6-phosphofructokinase type C	Q01813	Unknown	Pfkp	*	*	Unknown	Solid	HMDB0000285_Pfkp								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00736	DNA-directed RNA polymerase III subunit RPC4	P05423	Enzyme	Polr3d	*	*	Enzyme	Solid	HMDB0000285_Polr3d								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00737	DNA-directed RNA polymerase II subunit RPB2	P30876	Unknown	Polr2b	*	*	Unknown	Solid	HMDB0000285_Polr2b								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00739	DNA-directed RNA polymerase II subunit RPB1	P24928	Unknown	Polr2a	*	*	Unknown	Solid	HMDB0000285_Polr2a								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00742	DNA-directed RNA polymerase, mitochondrial	O00411	Enzyme	Polrmt	*	*	Enzyme	Solid	HMDB0000285_Polrmt								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00743	DNA-directed RNA polymerase I subunit RPA2	Q9H9Y6	Enzyme	Polr1b	*	*	Enzyme	Solid	HMDB0000285_Polr1b								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00752	DNA-directed RNA polymerase III subunit RPC2	Q9NW08	Enzyme	Polr3b	*	*	Enzyme	Solid	HMDB0000285_Polr3b								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00756	DNA-directed RNA polymerase I subunit RPA49	Q9GZS1	Enzyme	Polr1e	*	*	Enzyme	Solid	HMDB0000285_Polr1e								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00758	6-phosphofructokinase, liver type	P17858	Unknown	Pfkl	*	*	Unknown	Solid	HMDB0000285_Pfkl								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00760	DNA-directed RNA polymerase III subunit RPC8	Q9Y535	Enzyme	Polr3h	*	*	Enzyme	Solid	HMDB0000285_Polr3h								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00761	DNA-directed RNA polymerase III subunit RPC10	Q9Y2Y1	Unknown	Polr3k	*	*	Unknown	Solid	HMDB0000285_Polr3k								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00762	6-phosphofructokinase, muscle type	P08237	Unknown	Pfkm	*	*	Unknown	Solid	HMDB0000285_Pfkm								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP00765	Pyruvate kinase isozymes R/L	P30613	Unknown	Pklr	*	*	Unknown	Solid	HMDB0000285_Pklr								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP01074	UTP--glucose-1-phosphate uridylyltransferase	Q16851	Enzyme	Ugp2	*	*	Enzyme	Solid	HMDB0000285_Ugp2								
HMDB0000285	Uridine triphosphate	C9H15N2O15P3	HMDBP01079	UDP-N-acetylhexosamine pyrophosphorylase	Q16222	Enzyme	Uap1	*	*	Enzyme	Solid	HMDB0000285_Uap1								
