mappingID1	MetaboliteName	chemical_formula	protein_accession	ProteinName	UniProt	protein_type	mappingID2	detectedPair1	detectedPair2	EdgeColor	EdgeLine	sorted_pairs	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny
HMDB0000122	D-Glucose	C6H12O6	HMDBP02909	Glucokinase regulatory protein	Q14397	Enzyme	Gckr	*	*	Enzyme	Solid	HMDB0000122_Gckr									
HMDB0000123	Glycine	C2H5NO2	HMDBP00049	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	O75600	Enzyme	Gcat	*	*	Enzyme	Solid	HMDB0000123_Gcat									
HMDB0000123	Glycine	C2H5NO2	HMDBP05340	Monocarboxylate transporter 10	Q8TF71	Transporter	Slc16a10	*	*	Transporter	Solid	HMDB0000123_Slc16a10									
HMDB0000123	Glycine	C2H5NO2	HMDBP07349	Glycine N-acyltransferase	Q6IB77	Enzyme	Glyat	*	*	Enzyme	Solid	HMDB0000123_Glyat									
HMDB0000124	Fructose 6-phosphate	C6H13O9P	HMDBP00214	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2	O94808	Enzyme	Gfpt2	*	*	Enzyme	Solid	HMDB0000124_Gfpt2	*	*							*
HMDB0000124	Fructose 6-phosphate	C6H13O9P	HMDBP00216	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	Q06210	Enzyme	Gfpt1	*	*	Enzyme	Solid	HMDB0000124_Gfpt1	*	*							*
HMDB0000124	Fructose 6-phosphate	C6H13O9P	HMDBP00734	6-phosphofructokinase type C	Q01813	Unknown	Pfkp	*	*	Unknown	Solid	HMDB0000124_Pfkp	*	*							*
HMDB0000124	Fructose 6-phosphate	C6H13O9P	HMDBP00758	6-phosphofructokinase, liver type	P17858	Unknown	Pfkl	*	*	Unknown	Solid	HMDB0000124_Pfkl	*	*							*
HMDB0000124	Fructose 6-phosphate	C6H13O9P	HMDBP00762	6-phosphofructokinase, muscle type	P08237	Unknown	Pfkm	*	*	Unknown	Solid	HMDB0000124_Pfkm	*	*							*
HMDB0000124	Fructose 6-phosphate	C6H13O9P	HMDBP00805	Transketolase	P29401	Unknown	Tkt	*	*	Unknown	Solid	HMDB0000124_Tkt	*	*							*
HMDB0000124	Fructose 6-phosphate	C6H13O9P	HMDBP00806	Glucose-6-phosphate isomerase	P06744	Enzyme	Gpi	*	*	Enzyme	Solid	HMDB0000124_Gpi	*	*							*
HMDB0000125	Glutathione	C10H17N3O6S	HMDBP00196	Glutathione reductase, mitochondrial	P00390	Unknown	Gsr	*	*	Unknown	Solid	HMDB0000125_Gsr				*					*
HMDB0000125	Glutathione	C10H17N3O6S	HMDBP00730	Gamma-glutamyltranspeptidase 1	P19440	Enzyme	Ggt1	*	*	Enzyme	Solid	HMDB0000125_Ggt1				*					*
HMDB0000125	Glutathione	C10H17N3O6S	HMDBP00731	Gamma-glutamyltransferase 7	Q9UJ14	Enzyme	Ggt7	*	*	Enzyme	Solid	HMDB0000125_Ggt7				*					*
HMDB0000125	Glutathione	C10H17N3O6S	HMDBP00791	Glutathione synthetase	P48637	Enzyme	Gss	*	*	Enzyme	Solid	HMDB0000125_Gss				*					*
HMDB0000125	Glutathione	C10H17N3O6S	HMDBP00808	Glutathione S-transferase Mu 2	P28161	Enzyme	Gstm2	*	*	Enzyme	Solid	HMDB0000125_Gstm2				*					*
HMDB0000125	Glutathione	C10H17N3O6S	HMDBP00816	Glutathione S-transferase A1	P08263	Enzyme	Gsta3l1	*		Enzyme	Dashed	HMDB0000125_Gsta3l1				*					*
HMDB0000125	Glutathione	C10H17N3O6S	HMDBP00824	Glutathione S-transferase A2	P09210	Enzyme	Gsta3l1	*		Enzyme	Dashed	HMDB0000125_Gsta3l1				*					*
HMDB0000125	Glutathione	C10H17N3O6S	HMDBP02344	RalA-binding protein 1	Q15311	Unknown	Ralbp1	*	*	Unknown	Solid	HMDB0000125_Ralbp1				*					*
HMDB0000125	Glutathione	C10H17N3O6S	HMDBP07358	Gamma-glutamyltransferase 6	Q6P531	Enzyme	Ggt6	*		Enzyme	Dashed	HMDB0000125_Ggt6				*					*
HMDB0000125	Glutathione	C10H17N3O6S	HMDBP09342	GGT7 protein	A0PJJ9	Enzyme	Ggt7	*	*	Enzyme	Solid	HMDB0000125_Ggt7				*					*
HMDB0000125	Glutathione	C10H17N3O6S	HMDBP09343	Gamma-glutamyltransferase 5	P36269	Enzyme	Ggt5	*		Enzyme	Dashed	HMDB0000125_Ggt5				*					*
HMDB0000125	Glutathione	C10H17N3O6S	HMDBP11585	Glutathione S-transferase theta-2	P0CG29	Enzyme	Gstt2	*	*	Enzyme	Solid	HMDB0000125_Gstt2				*					*
HMDB0000125	Glutathione	C10H17N3O6S	HMDBP11755	Glutathione S-transferase theta-2B	P0CG30	Unknown	Gstt2	*	*	Unknown	Solid	HMDB0000125_Gstt2				*					*
HMDB0000132	Guanine	C5H5N5O	HMDBP00438	Adenine phosphoribosyltransferase	P07741	Enzyme	Aprt	*	*	Enzyme	Solid	HMDB0000132_Aprt									
HMDB0000132	Guanine	C5H5N5O	HMDBP00475	Hypoxanthine-guanine phosphoribosyltransferase	P00492	Unknown	Hprt1	*	*	Unknown	Solid	HMDB0000132_Hprt1									
HMDB0000132	Guanine	C5H5N5O	HMDBP00938	GTP cyclohydrolase 1	P30793	Unknown	Gch1	*	*	Unknown	Solid	HMDB0000132_Gch1									
HMDB0000132	Guanine	C5H5N5O	HMDBP01781	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	P63092	Enzyme	Gnas	*	*	Enzyme	Solid	HMDB0000132_Gnas									
HMDB0000132	Guanine	C5H5N5O	HMDBP10758	Guanine nucleotide-binding protein G(i) subunit alpha-1	P63096	Unknown	Gnai1	*	*	Unknown	Solid	HMDB0000132_Gnai1									
HMDB0000138	Glycocholic acid	C26H43NO6	HMDBP00549	Bile acid-CoA:amino acid N-acyltransferase	Q14032	Enzyme	Baat	*	*	Enzyme	Solid	HMDB0000138_Baat						*			*
HMDB0000138	Glycocholic acid	C26H43NO6	HMDBP07349	Glycine N-acyltransferase	Q6IB77	Enzyme	Glyat	*	*	Enzyme	Solid	HMDB0000138_Glyat						*			*
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00196	Glutathione reductase, mitochondrial	P00390	Unknown	Gsr	*	*	Unknown	Solid	HMDB0000148_Gsr									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00214	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2	O94808	Enzyme	Gfpt2	*	*	Enzyme	Solid	HMDB0000148_Gfpt2									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00216	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	Q06210	Enzyme	Gfpt1	*	*	Enzyme	Solid	HMDB0000148_Gfpt1									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00248	4-aminobutyrate aminotransferase, mitochondrial	P80404	Enzyme	Abat	*	*	Enzyme	Solid	HMDB0000148_Abat									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00283	Aspartate aminotransferase, cytoplasmic	P17174	Enzyme	Got1	*	*	Enzyme	Solid	HMDB0000148_Got1									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00284	Aspartate aminotransferase, mitochondrial	P00505	Enzyme	Got2	*	*	Enzyme	Solid	HMDB0000148_Got2									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00301	Branched-chain-amino-acid aminotransferase, cytosolic	P54687	Enzyme	Bcat1	*		Enzyme	Dashed	HMDB0000148_Bcat1									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00331	Amidophosphoribosyltransferase	Q06203	Unknown	Ppat	*	*	Unknown	Solid	HMDB0000148_Ppat									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00378	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial	Q8N5Z0	Enzyme	Aadat	*	*	Enzyme	Solid	HMDB0000148_Aadat									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00512	Glutamate--cysteine ligase catalytic subunit	P48506	Enzyme	Gclc	*	*	Enzyme	Solid	HMDB0000148_Gclc									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00513	Glutamate--cysteine ligase regulatory subunit	P48507	Enzyme	Gclm	*	*	Enzyme	Solid	HMDB0000148_Gclm									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00515	N-acetylglutamate synthase, mitochondrial	Q8N159	Enzyme	Nags	*	*	Enzyme	Solid	HMDB0000148_Nags									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00516	Branched-chain-amino-acid aminotransferase, mitochondrial	O15382	Enzyme	Bcat2	*	*	Enzyme	Solid	HMDB0000148_Bcat2									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00583	Asparagine synthetase [glutamine-hydrolyzing]	P08243	Enzyme	Asns	*	*	Enzyme	Solid	HMDB0000148_Asns									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00592	GMP synthase [glutamine-hydrolyzing]	P49915	Unknown	Gmps	*	*	Unknown	Solid	HMDB0000148_Gmps									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00666	Glutamate dehydrogenase 2, mitochondrial	P49448	Unknown	Glud1	*	*	Unknown	Solid	HMDB0000148_Glud1									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00670	Glutamine synthetase	P15104	Enzyme	Glul	*	*	Enzyme	Solid	HMDB0000148_Glul									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00675	Glutaminase liver isoform, mitochondrial	Q9UI32	Enzyme	Gls2	*	*	Enzyme	Solid	HMDB0000148_Gls2									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00676	CTP synthase 1	P17812	Unknown	Ctps1	*	*	Unknown	Solid	HMDB0000148_Ctps1									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00680	Glutaminase kidney isoform, mitochondrial	O94925	Enzyme	Gls	*	*	Enzyme	Solid	HMDB0000148_Gls									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00694	Glutamate dehydrogenase 1, mitochondrial	P00367	Unknown	Glud1	*	*	Unknown	Solid	HMDB0000148_Glud1									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00702	Glutamate decarboxylase 2	Q05329	Enzyme	Gad2	*		Enzyme	Dashed	HMDB0000148_Gad2									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00703	Glutamate decarboxylase 1	Q99259	Enzyme	Gad1	*		Enzyme	Dashed	HMDB0000148_Gad1									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00730	Gamma-glutamyltranspeptidase 1	P19440	Enzyme	Ggt1	*	*	Enzyme	Solid	HMDB0000148_Ggt1									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00731	Gamma-glutamyltransferase 7	Q9UJ14	Enzyme	Ggt7	*	*	Enzyme	Solid	HMDB0000148_Ggt7									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00791	Glutathione synthetase	P48637	Enzyme	Gss	*	*	Enzyme	Solid	HMDB0000148_Gss									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00852	Alpha-aminoadipic semialdehyde synthase, mitochondrial	Q9UDR5	Unknown	Aass	*	*	Unknown	Solid	HMDB0000148_Aass									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP00853	Phosphoribosylformylglycinamidine synthase	O15067	Enzyme	Pfas	*	*	Enzyme	Solid	HMDB0000148_Pfas									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP01111	Monocarboxylate transporter 1	P53985	Transporter	Slc16a1	*	*	Transporter	Solid	HMDB0000148_Slc16a1									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP03053	Aminoadipate aminotransferase, isoform CRA_b	Q4W5N8	Enzyme	Aadat	*	*	Enzyme	Solid	HMDB0000148_Aadat									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP03094	Excitatory amino acid transporter 3	P43005	Unknown	Slc1a1	*		Unknown	Dashed	HMDB0000148_Slc1a1									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP03241	Glutamine-dependent NAD(+) synthetase	Q6IA69	Unknown	Nadsyn1	*	*	Unknown	Solid	HMDB0000148_Nadsyn1									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP03298	CAD protein	P27708	Unknown	Cad	*	*	Unknown	Solid	HMDB0000148_Cad									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP04074	CTP synthase 2	Q9NRF8	Enzyme	Ctps2	*	*	Enzyme	Solid	HMDB0000148_Ctps2									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP05340	Monocarboxylate transporter 10	Q8TF71	Transporter	Slc16a10	*	*	Transporter	Solid	HMDB0000148_Slc16a10									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP07235	Mitochondrial glutamate carrier 1	Q9H936	Enzyme	Slc25a22	*	*	Enzyme	Solid	HMDB0000148_Slc25a22									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP07358	Gamma-glutamyltransferase 6	Q6P531	Enzyme	Ggt6	*		Enzyme	Dashed	HMDB0000148_Ggt6									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP07400	Aminoadipate-semialdehyde synthase	A4D0W4	Enzyme	Aass	*	*	Enzyme	Solid	HMDB0000148_Aass									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP08965	Putative aspartate aminotransferase, cytoplasmic 2	Q8NHS2	Enzyme	Got1l1	*		Enzyme	Dashed	HMDB0000148_Got1l1									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP09342	GGT7 protein	A0PJJ9	Enzyme	Ggt7	*	*	Enzyme	Solid	HMDB0000148_Ggt7									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP09343	Gamma-glutamyltransferase 5	P36269	Enzyme	Ggt5	*		Enzyme	Dashed	HMDB0000148_Ggt5									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP09432	Glutamyl aminopeptidase	Q07075	Enzyme	Enpep	*	*	Enzyme	Solid	HMDB0000148_Enpep									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP10657	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	Q9H0R6	Enzyme	Qrsl1	*	*	Enzyme	Solid	HMDB0000148_Qrsl1									
HMDB0000148	L-Glutamic acid	C5H9NO4	HMDBP11741	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	O43716	Unknown	Gatc	*	*	Unknown	Solid	HMDB0000148_Gatc			*		*			*	*
HMDB0000150	Gluconolactone	C6H10O6	HMDBP00328	Glucose-6-phosphate 1-dehydrogenase	P11413	Enzyme	G6pd		*	Enzyme	Dashed	HMDB0000150_G6pd									
HMDB0000150	Gluconolactone	C6H10O6	HMDBP00329	GDH/6PGL endoplasmic bifunctional protein	O95479	Unknown	H6pd		*	Unknown	Dashed	HMDB0000150_H6pd									
HMDB0000161	L-Alanine	C3H7NO2	HMDBP02513	Cysteine desulfurase, mitochondrial	Q9Y697	Unknown	Nfs1	*	*	Unknown	Solid	HMDB0000161_Nfs1									
HMDB0000161	L-Alanine	C3H7NO2	HMDBP05340	Monocarboxylate transporter 10	Q8TF71	Transporter	Slc16a10	*	*	Transporter	Solid	HMDB0000161_Slc16a10									
HMDB0000162	L-Proline	C5H9NO2	HMDBP00302	Prolyl 4-hydroxylase subunit alpha-2	O15460	Enzyme	P4ha2	*	*	Enzyme	Solid	HMDB0000162_P4ha2									
HMDB0000162	L-Proline	C5H9NO2	HMDBP05340	Monocarboxylate transporter 10	Q8TF71	Transporter	Slc16a10	*	*	Transporter	Solid	HMDB0000162_Slc16a10									
HMDB0000162	L-Proline	C5H9NO2	HMDBP09211	Egl nine homolog 2	Q96KS0	Enzyme	Egln2	*	*	Enzyme	Solid	HMDB0000162_Egln2									
HMDB0000162	L-Proline	C5H9NO2	HMDBP09212	Egl nine homolog 3	Q9H6Z9	Enzyme	Egln3	*	*	Enzyme	Solid	HMDB0000162_Egln3									
HMDB0000169	D-Mannose	C6H12O6	HMDBP00210	Glucokinase	P35557	Enzyme	Gck		*	Enzyme	Dashed	HMDB0000169_Gck		*			*				*
HMDB0000169	D-Mannose	C6H12O6	HMDBP09389	N-acetylglucosamine-1-phosphotransferase subunits alpha/beta	Q3T906	Enzyme	Gnptab		*	Enzyme	Dashed	HMDB0000169_Gnptab									
HMDB0000177	L-Histidine	C6H9N3O2	HMDBP00278	Aromatic-L-amino-acid decarboxylase	P20711	Enzyme	Ddc	*	*	Enzyme	Solid	HMDB0000177_Ddc									
HMDB0000177	L-Histidine	C6H9N3O2	HMDBP00885	Histidine decarboxylase	P19113	Enzyme	Hdc	*	*	Enzyme	Solid	HMDB0000177_Hdc									
HMDB0000177	L-Histidine	C6H9N3O2	HMDBP03036	Sodium-coupled neutral amino acid transporter 3	Q99624	Transporter	Slc38a3	*	*	Transporter	Solid	HMDB0000177_Slc38a3									
HMDB0000177	L-Histidine	C6H9N3O2	HMDBP05340	Monocarboxylate transporter 10	Q8TF71	Transporter	Slc16a10	*	*	Transporter	Solid	HMDB0000177_Slc16a10									
HMDB0000177	L-Histidine	C6H9N3O2	HMDBP08844	Carnosine synthase 1	A5YM72	Unknown	Carns1	*	*	Unknown	Solid	HMDB0000177_Carns1							*		*
HMDB0000187	L-Serine	C3H7NO3	HMDBP00779	Cystathionine beta-synthase	P35520	Unknown	Cbs	*	*	Unknown	Solid	HMDB0000187_Cbs									
HMDB0000187	L-Serine	C3H7NO3	HMDBP05340	Monocarboxylate transporter 10	Q8TF71	Transporter	Slc16a10	*	*	Transporter	Solid	HMDB0000187_Slc16a10									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00283	Aspartate aminotransferase, cytoplasmic	P17174	Enzyme	Got1	*	*	Enzyme	Solid	HMDB0000191_Got1									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00284	Aspartate aminotransferase, mitochondrial	P00505	Enzyme	Got2	*	*	Enzyme	Solid	HMDB0000191_Got2									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00554	Aminoacylase-1	Q03154	Unknown	Acy1	*	*	Unknown	Solid	HMDB0000191_Acy1									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00555	Aspartoacylase	P45381	Enzyme	Aspa	*	*	Enzyme	Solid	HMDB0000191_Aspa									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00558	Aspartoacylase-2	Q96HD9	Enzyme	Acy3	*	*	Enzyme	Solid	HMDB0000191_Acy3									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00583	Asparagine synthetase [glutamine-hydrolyzing]	P08243	Enzyme	Asns	*	*	Enzyme	Solid	HMDB0000191_Asns									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00656	Argininosuccinate synthase	P00966	Enzyme	Ass1	*	*	Enzyme	Solid	HMDB0000191_Ass1									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00694	Glutamate dehydrogenase 1, mitochondrial	P00367	Unknown	Glud1	*	*	Unknown	Solid	HMDB0000191_Glud1									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00702	Glutamate decarboxylase 2	Q05329	Enzyme	Gad2	*		Enzyme	Dashed	HMDB0000191_Gad2									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP00703	Glutamate decarboxylase 1	Q99259	Enzyme	Gad1	*		Enzyme	Dashed	HMDB0000191_Gad1									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP01022	Aspartyl/asparaginyl beta-hydroxylase	Q12797	Unknown	Asph	*	*	Unknown	Solid	HMDB0000191_Asph									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP03094	Excitatory amino acid transporter 3	P43005	Unknown	Slc1a1	*		Unknown	Dashed	HMDB0000191_Slc1a1									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP03298	CAD protein	P27708	Unknown	Cad	*	*	Unknown	Solid	HMDB0000191_Cad									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP05340	Monocarboxylate transporter 10	Q8TF71	Transporter	Slc16a10	*	*	Transporter	Solid	HMDB0000191_Slc16a10									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP07300	60 kDa lysophospholipase	Q86U10	Enzyme	Aspg	*	*	Enzyme	Solid	HMDB0000191_Aspg									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP08281	L-amino-acid oxidase	Q96RQ9	Unknown	Il4i1	*	*	Unknown	Solid	HMDB0000191_Il4i1									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP08965	Putative aspartate aminotransferase, cytoplasmic 2	Q8NHS2	Enzyme	Got1l1	*		Enzyme	Dashed	HMDB0000191_Got1l1									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP09114	Argininosuccinate synthase	Q5T6L4	Enzyme	Ass1	*	*	Enzyme	Solid	HMDB0000191_Ass1									
HMDB0000191	L-Aspartic acid	C4H7NO4	HMDBP11849	N-acetylaspartate synthetase	Q8N9F0	Unknown	Nat8l	*		Unknown	Dashed	HMDB0000191_Nat8l									
HMDB0000207	Oleic acid	C18H34O2	HMDBP00035	Fatty acid synthase	P49327	Enzyme	Fasn	*	*	Enzyme	Solid	HMDB0000207_Fasn									
HMDB0000207	Oleic acid	C18H34O2	HMDBP01046	Cytosolic acyl coenzyme A thioester hydrolase	O00154	Enzyme	Acot7	*	*	Enzyme	Solid	HMDB0000207_Acot7									
HMDB0000208	Oxoglutaric acid	C5H6O5	HMDBP00302	Prolyl 4-hydroxylase subunit alpha-2	O15460	Enzyme	P4ha2	*	*	Enzyme	Solid	HMDB0000208_P4ha2									
HMDB0000208	Oxoglutaric acid	C5H6O5	HMDBP00666	Glutamate dehydrogenase 2, mitochondrial	P49448	Unknown	Glud1	*	*	Unknown	Solid	HMDB0000208_Glud1									
HMDB0000208	Oxoglutaric acid	C5H6O5	HMDBP00694	Glutamate dehydrogenase 1, mitochondrial	P00367	Unknown	Glud1	*	*	Unknown	Solid	HMDB0000208_Glud1									
HMDB0000208	Oxoglutaric acid	C5H6O5	HMDBP09100	2-oxoglutarate dehydrogenase-like, mitochondrial	Q9ULD0	Enzyme	Ogdhl	*	*	Enzyme	Solid	HMDB0000208_Ogdhl									
HMDB0000208	Oxoglutaric acid	C5H6O5	HMDBP09211	Egl nine homolog 2	Q96KS0	Enzyme	Egln2	*	*	Enzyme	Solid	HMDB0000208_Egln2									
HMDB0000208	Oxoglutaric acid	C5H6O5	HMDBP09212	Egl nine homolog 3	Q9H6Z9	Enzyme	Egln3	*	*	Enzyme	Solid	HMDB0000208_Egln3									
HMDB0000212	N-Acetylgalactosamine	C8H15NO6	HMDBP09372	Hyaluronidase-1	Q12794	Enzyme	Hyal1	*	*	Enzyme	Solid	HMDB0000212_Hyal1									
HMDB0000214	Ornithine	C5H12N2O2	HMDBP01034	Ornithine decarboxylase	P11926	Enzyme	Odc1	*	*	Enzyme	Solid	HMDB0000214_Odc1									
HMDB0000214	Ornithine	C5H12N2O2	HMDBP10709	Ornithine decarboxylase antizyme 1	P54368	Enzyme	Oaz1	*	*	Enzyme	Solid	HMDB0000214_Oaz1									
HMDB0000217	NADP	C21H28N7O17P3	HMDBP00035	Fatty acid synthase	P49327	Enzyme	Fasn		*	Enzyme	Dashed	HMDB0000217_Fasn									
HMDB0000217	NADP	C21H28N7O17P3	HMDBP00134	Thioredoxin reductase 1, cytoplasmic	Q16881	Unknown	Txnrd1		*	Unknown	Dashed	HMDB0000217_Txnrd1									
HMDB0000217	NADP	C21H28N7O17P3	HMDBP00143	Dimethylaniline monooxygenase [N-oxide-forming] 5	P49326	Unknown	Fmo5		*	Unknown	Dashed	HMDB0000217_Fmo5									
HMDB0000217	NADP	C21H28N7O17P3	HMDBP00153	Squalene monooxygenase	Q14534	Unknown	Sqle		*	Unknown	Dashed	HMDB0000217_Sqle									
HMDB0000217	NADP	C21H28N7O17P3	HMDBP00155	Dimethylaniline monooxygenase [N-oxide-forming] 2	Q99518	Unknown	Fmo2		*	Unknown	Dashed	HMDB0000217_Fmo2									
HMDB0000217	NADP	C21H28N7O17P3	HMDBP00158	Thioredoxin reductase 2, mitochondrial	Q9NNW7	Unknown	Txnrd2		*	Unknown	Dashed	HMDB0000217_Txnrd2									
HMDB0000217	NADP	C21H28N7O17P3	HMDBP00185	Dimethylaniline monooxygenase [N-oxide-forming] 1	Q01740	Unknown	Fmo1		*	Unknown	Dashed	HMDB0000217_Fmo1									
HMDB0000217	NADP	C21H28N7O17P3	HMDBP00293	Alpha-aminoadipic semialdehyde dehydrogenase	P49419	Unknown	Aldh7a1		*	Unknown	Dashed	HMDB0000217_Aldh7a1									
HMDB0000217	NADP	C21H28N7O17P3	HMDBP00328	Glucose-6-phosphate 1-dehydrogenase	P11413	Enzyme	G6pd		*	Enzyme	Dashed	HMDB0000217_G6pd									
HMDB0000217	NADP	C21H28N7O17P3	HMDBP00329	GDH/6PGL endoplasmic bifunctional protein	O95479	Unknown	H6pd		*	Unknown	Dashed	HMDB0000217_H6pd									
HMDB0000217	NADP	C21H28N7O17P3	HMDBP00666	Glutamate dehydrogenase 2, mitochondrial	P49448	Unknown	Glud1		*	Unknown	Dashed	HMDB0000217_Glud1									
HMDB0000217	NADP	C21H28N7O17P3	HMDBP00694	Glutamate dehydrogenase 1, mitochondrial	P00367	Unknown	Glud1		*	Unknown	Dashed	HMDB0000217_Glud1									
HMDB0000217	NADP	C21H28N7O17P3	HMDBP00910	3-hydroxy-3-methylglutaryl-coenzyme A reductase	P04035	Enzyme	Hmgcr		*	Enzyme	Dashed	HMDB0000217_Hmgcr									
HMDB0000217	NADP	C21H28N7O17P3	HMDBP08290	All-trans-retinol 13,14-reductase	Q6NUM9	Unknown	Retsat		*	Unknown	Dashed	HMDB0000217_Retsat									
HMDB0000220	Palmitic acid	C16H32O2	HMDBP00035	Fatty acid synthase	P49327	Enzyme	Fasn	*	*	Enzyme	Solid	HMDB0000220_Fasn						*	*		*
HMDB0000220	Palmitic acid	C16H32O2	HMDBP00226	Hepatic triacylglycerol lipase	P11150	Enzyme	Lipc	*	*	Enzyme	Solid	HMDB0000220_Lipc						*	*		*
HMDB0000220	Palmitic acid	C16H32O2	HMDBP01046	Cytosolic acyl coenzyme A thioester hydrolase	O00154	Enzyme	Acot7	*	*	Enzyme	Solid	HMDB0000220_Acot7						*	*		*
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00035	Fatty acid synthase	P49327	Enzyme	Fasn	*	*	Enzyme	Solid	HMDB0000221_Fasn									
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00134	Thioredoxin reductase 1, cytoplasmic	Q16881	Unknown	Txnrd1	*	*	Unknown	Solid	HMDB0000221_Txnrd1									
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00143	Dimethylaniline monooxygenase [N-oxide-forming] 5	P49326	Unknown	Fmo5	*	*	Unknown	Solid	HMDB0000221_Fmo5									
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00151	Heme oxygenase 2	P30519	Unknown	Hmox2	*	*	Unknown	Solid	HMDB0000221_Hmox2									
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00153	Squalene monooxygenase	Q14534	Unknown	Sqle	*	*	Unknown	Solid	HMDB0000221_Sqle									
HMDB0000221	NADPH	C21H30N7O17P3	HMDBP00155	Dimethylaniline monooxygenase [N-oxide-forming] 2	Q99518	Unknown	Fmo2	*	*	Unknown	Solid	HMDB0000221_Fmo2									
